,Player,Team,League,Version,OVR,POS,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats,tots,special cards,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup,Team position,Team Goals for,Team Goals against,League-label,Pos-label
150,Uros Racic,Valencia CF,ESP 1,totssf,89,Midfielder,85,89,85,88,84,90,3,5,M/M,Right,"2,388",0,0,31,2199,1,1.5863133380189538,1,0.2244925107806921,37,9,6,0,1,1.5863133380189538,5.118706066161394,3.8183669447898874,13,50,53,2,4
202,Sergio Ramos,Real Madrid,ESP 1,gold,89,Defender,71,70,76,74,88,85,3,3,H/M,Right,"2,212",0,5,15,1280,2,3.950980367138982,0,0.4044481217861175,17,4,3,0,0,2.464425148442388,9.060215685516596,7.216650228947401,2,67,28,2,2
203,Karim Benzema,Real Madrid,ESP 1,gold,89,Attacker,74,85,81,87,40,76,4,4,M/L,Right,"2,070",1,8,34,2914,23,19.4545215908438,9,6.755567729473114,123,38,2,0,22,18.71124392189085,28.303930163383484,6.194142518565059,2,67,28,2,1
204,Casemiro,Real Madrid,ESP 1,gold,89,Midfielder,65,73,76,73,86,91,2,3,H/H,Right,"2,153",1,5,34,2902,6,6.690094553865492,4,2.905790191143751,46,25,9,1,6,6.690094553865492,14.21477537881583,10.204972251318395,2,67,28,2,4
177,Matteo Guendouzi,Hertha BSC,GER 1,what1,89,Midfielder,80,80,90,84,86,86,3,3,M/H,Right,"2,350",0,4,24,1809,2,0.7871313542127609,1,1.8100113458931448,17,18,5,0,2,0.7871313542127609,5.146926138550043,3.264002362266183,14,41,52,4,4
206,Toni Kroos,Real Madrid,ESP 1,gold,88,Midfielder,54,81,91,81,71,69,3,5,M/M,Right,"2,099",0,3,28,2116,3,2.3111512660980225,9,7.467139100655913,34,66,6,0,3,2.3111512660980225,12.4887877702713,8.931070042774081,2,67,28,2,4
250,Paulo Dybala,Juventus,ITA 1,gold,88,Attacker,85,85,84,91,43,63,4,3,M/M,Left,"2,128",0,3,20,1131,4,4.79860945045948,3,3.158298303373158,51,30,0,0,4,4.79860945045948,12.577651873230934,6.718402687460184,4,77,38,5,1
49,Ederson,Manchester City,ENG 1,gold,88,GK,86,82,93,88,64,86,1,3,M/M,Left,"1,099",1,3,36,3240,0,0.0,1,0.3033580780029297,0,1,3,0,0,0.0,7.629851099103689,7.326493043452501,1,83,32,1,3
298,N'Golo Kante,Chelsea,ENG 1,gold,88,Midfielder,77,66,76,81,86,82,2,3,M/H,Right,"2,115",0,7,30,2142,0,0.7004624530673027,2,1.206712644547224,10,22,7,0,0,0.7004624530673027,10.102666012942793,8.441409684717655,4,58,36,1,4
274,Samir Handanovic,Inter,ITA 1,gold,88,GK,88,85,73,89,53,89,1,3,M/M,Right,893,0,3,37,3244,0,0.0,0,0.0,0,0,1,0,0,0.0,6.667668133974075,6.667668133974075,1,89,35,5,3
100,Joshua Kimmich,Bayern München,GER 1,gold,88,Midfielder,71,72,86,84,81,79,3,4,H/M,Right,"2,209",1,8,27,2191,4,2.4796801628544927,10,5.316634966060519,37,64,4,0,4,2.4796801628544927,19.53643934428692,15.879378996789455,1,99,44,4,4
207,Eden Hazard,Real Madrid,ESP 1,gold,88,Attacker,88,82,83,92,35,66,4,4,H/M,Right,"2,060",0,3,14,530,2,1.3354718387126925,2,0.7423764280974865,9,6,0,0,2,1.3354718387126925,2.6636570151895285,1.0267674885690212,2,67,28,2,1
48,Raheem Sterling,Manchester City,ENG 1,gold,88,Attacker,93,81,79,90,45,67,4,3,H/M,Right,"2,048",0,5,31,2539,10,12.050674013793468,7,6.628709886223078,70,39,4,0,10,11.289505157619717,25.88372514024377,12.17315935343504,1,83,32,1,1
325,Harry Kane,Tottenham Hotspur,ENG 1,gold,88,Attacker,68,91,80,81,47,83,3,4,H/H,Right,"2,118",1,5,35,3097,23,22.17485890910029,14,7.577093588188291,138,49,1,0,19,19.1301834397018,24.995648321695622,4.451256847940385,7,68,45,1,1
227,Kalidou Koulibaly,Napoli,ITA 1,gold,88,Defender,75,28,55,69,89,86,2,3,M/H,Right,"1,691",0,2,26,2212,0,0.9780297055840492,0,0.2972739897668361,11,7,8,1,0,0.9780297055840492,9.8992672637105,9.789261497557163,5,86,41,5,2
132,Fabinho,Liverpool,ENG 1,gold,87,Midfielder,67,69,79,77,85,83,3,2,M/H,Right,"2,124",0,3,30,2563,0,0.3624893203377723,0,0.2980618309229612,10,4,6,0,0,0.3624893203377723,11.8080262131989,11.55500503256917,3,68,42,1,4
73,Angel Di Maria,Paris Saint-Germain,FRA 1,gold,87,Attacker,83,81,85,87,48,68,5,2,H/M,Left,"2,117",1,4,27,1880,5,5.115518964827061,9,11.49947864934802,60,71,1,0,5,5.115518964827061,17.405513010919094,6.41756104119122,2,86,28,3,1
208,Luka Modric,Real Madrid,ESP 1,gold,87,Midfielder,73,76,89,88,71,66,4,4,H/M,Right,"2,200",0,4,35,2748,5,2.58304457180202,3,4.628771437332034,45,50,4,0,5,2.58304457180202,16.791399884968996,13.601850286126137,2,67,28,2,4
50,Sergio Aguero,Manchester City,ENG 1,flashback,87,Attacker,88,85,75,90,36,74,4,4,H/M,Right,"2,073",0,5,12,556,4,3.716518562287092,1,1.315659787505865,19,7,0,0,3,2.1941808788105845,4.158569987863302,1.2831713519990444,1,83,32,1,1
51,Bernardo Silva,Manchester City,ENG 1,gold,87,Attacker,81,77,83,92,51,67,4,3,H/H,Left,"2,070",0,4,26,2080,2,3.59881341829896,6,4.823389740660787,28,27,5,0,2,3.59881341829896,17.112389797344804,10.653521364554765,1,83,32,1,1
52,Aymeric Laporte,Manchester City,ENG 1,gold,87,Defender,63,50,72,69,88,81,2,3,M/M,Left,"1,940",0,4,16,1335,0,0.8423399478197098,0,0.5778953805565834,6,5,1,0,0,0.8423399478197098,6.243810184299946,6.243810184299946,1,83,32,1,2
327,Heung Min Son,Tottenham Hotspur,ENG 1,gold,87,Midfielder,88,86,80,87,43,69,4,5,H/H,Right,"2,074",1,4,37,3139,17,11.023286756128073,10,9.512992469593884,68,75,0,0,16,10.26211790367961,20.6719155497849,6.608751138672233,7,68,45,1,4
348,Cesc Fabregas,AS Monaco,FRA 1,recordbreaker,87,Midfielder,79,82,93,87,70,73,3,3,M/L,Right,"2,279",0,1,21,865,2,3.004973432980478,3,2.4969361796975136,10,24,2,0,0,1.484783194027841,8.17203907854855,4.945771999657154,3,76,42,3,4
72,Keylor Navas,Paris Saint-Germain,FRA 1,gold,87,GK,90,81,75,90,54,82,1,3,M/M,Right,962,1,6,29,2527,0,0.0,0,0.0,0,0,0,0,0,0.0,7.291407641023397,7.291407641023397,2,86,28,3,3
372,Ciro Immobile,Lazio,ITA 1,gold,87,Attacker,84,88,67,83,39,77,3,4,H/M,Right,"2,010",1,5,35,2887,20,19.77111575938761,6,7.202586128376424,119,54,3,1,16,13.680725181475282,24.11689661443233,4.969869520515204,6,61,55,5,1
131,Trent Alexander-Arnold,Liverpool,ENG 1,gold,87,Defender,80,66,87,80,80,71,3,4,H/M,Right,"2,164",0,5,36,3040,2,2.593059630133212,7,8.576367635279894,55,77,2,0,2,2.593059630133212,23.10788096860051,17.6489075710997,3,68,42,1,2
445,Pierre-Emerick Aubameyang,Arsenal,ENG 1,gold,87,Attacker,93,86,75,81,38,69,4,4,H/H,Right,"2,024",0,6,29,2333,10,10.450051955878736,3,2.4313493398949504,57,22,2,0,8,8.927714295685291,15.113904064521194,3.955129318870604,8,55,39,1,1
421,Bruno Fernandes,Manchester United,ENG 1,gold,87,Midfielder,77,83,88,85,68,75,4,4,H/H,Right,"2,240",1,9,37,3117,18,16.0194544615224,12,11.474995978176594,121,95,6,0,9,8.40783962700516,26.911412378773093,11.93228487111628,2,73,44,1,4
398,Jadon Sancho,Borussia Dortmund,GER 1,gold,87,Midfielder,83,74,81,91,37,64,5,3,H/M,Right,"1,931",1,5,26,2083,8,6.754477756097913,11,8.243660556152463,52,67,0,0,7,5.996701071038842,20.98188327252865,10.953153274953364,3,75,46,4,4
252,Giorgio Chiellini,Juventus,ITA 1,gold,87,Defender,66,46,58,62,90,79,2,3,M/H,Left,"1,815",0,5,17,1391,0,0.5776772666722536,1,0.6716464981436729,6,2,4,0,0,0.5776772666722536,8.073981806635857,8.073981806635857,4,77,38,5,2
251,Cristiano Ronaldo,Juventus,ITA 1,flashback,87,Attacker,91,79,75,86,30,72,5,3,H/L,Right,"2,017",1,9,33,2807,29,29.83808070421219,3,3.8546393513679504,167,36,3,0,23,23.74781009554863,28.635406404733654,8.915717896074057,4,77,38,5,1
129,Andrew Robertson,Liverpool,ENG 1,gold,87,Defender,83,62,80,80,81,76,3,2,H/H,Left,"2,077",0,2,38,3391,1,1.4379336573183537,7,7.220491709187627,19,65,2,0,1,1.4379336573183537,19.869481820613142,15.435008822008967,3,68,42,1,2
130,Roberto Firmino,Liverpool,ENG 1,gold,87,Attacker,77,80,81,90,61,78,5,4,H/H,Right,"2,164",0,4,36,2882,9,12.860213406383991,7,6.116863399744034,83,44,2,0,9,12.860213406383991,25.271457761526108,10.198550110682843,3,68,42,1,1
253,Wojciech Szczesny,Juventus,ITA 1,gold,87,GK,86,82,73,88,49,87,1,3,M/M,Right,901,0,1,30,2679,0,0.0,1,0.1083539798855781,0,1,0,0,0,0.0,7.2181338761001825,7.2181338761001825,4,77,38,5,3
326,Hugo Lloris,Tottenham Hotspur,ENG 1,gold,87,GK,89,82,68,90,64,84,1,1,M/M,Left,948,0,0,38,3420,0,0.0,0,0.0,0,0,0,0,0,0.0,4.801015069708228,4.801015069708228,7,68,45,1,3
2,Sergio Busquets,FC Barcelona,ESP 1,gold,87,Midfielder,42,62,80,81,83,77,3,3,M/M,Right,"1,973",0,2,36,2557,0,0.4975561872124672,5,3.6546784546226254,3,30,9,0,0,0.4975561872124672,22.458064317703247,19.78614052385092,3,85,38,2,4
23,Luis Suarez,Atlético de Madrid,ESP 1,gold,87,Attacker,70,90,82,83,51,83,3,4,H/M,Right,"2,163",1,8,32,2541,21,17.89246611110866,3,3.1426702942699194,104,27,6,0,18,15.662633268162608,18.595971453934908,1.2328046094626188,1,67,25,2,1
3,Antoine Griezmann,FC Barcelona,ESP 1,gold,87,Attacker,79,85,84,88,57,72,4,3,M/M,Left,"2,225",0,6,36,2646,13,12.42881788685918,7,6.6603806130588055,71,42,4,0,12,10.942390579730272,24.722413562238216,12.167518727481363,3,85,38,2,1
562,David Silva,Real Sociedad,ESP 1,gold,86,Midfielder,64,74,88,88,52,55,4,2,H/M,Left,"2,014",0,3,21,1411,2,2.6688192784786224,5,3.375395495444536,20,28,4,0,2,2.6688192784786224,11.578267585486174,7.4503892082720995,5,59,38,2,4
209,Raphael Varane,Real Madrid,ESP 1,gold,86,Defender,82,49,64,65,87,82,2,3,M/H,Right,"1,883",1,4,31,2718,2,2.7280360516160727,0,0.1703767008148133,18,4,2,0,2,2.7280360516160727,9.330381464213133,9.13758784160018,2,67,28,2,2
101,Thomas Muller,Bayern München,GER 1,gold,86,Midfielder,68,82,82,78,56,71,3,4,H/H,Right,"2,065",1,6,32,2693,11,7.8560272715985775,18,11.306576754897833,50,92,0,0,10,7.098250593990088,26.14995313435793,12.189975082874298,1,99,44,4,4
587,Alejandro Gomez,Atalanta,ITA 1,gold,86,Midfielder,90,79,84,88,39,55,4,4,H/M,Right,"2,019",0,7,10,676,4,2.726887943223119,2,1.6215690225362778,29,19,0,0,4,2.726887943223119,6.293657153844833,3.821936570107937,3,90,47,5,4
517,Jamie Vardy,Leicester City,ENG 1,gold,86,Attacker,88,85,66,79,55,75,3,3,H/H,Right,"2,056",1,6,34,2848,15,19.94294610992074,9,5.087881522253156,82,28,1,0,7,13.0924265794456,18.227907367050648,2.41258773393929,5,68,50,1,1
493,Franck Yannick Kessie,Milan,ITA 1,europalive,86,Midfielder,80,83,85,87,86,95,3,4,H/H,Right,"2,366",1,1,37,3231,13,13.495036673732102,4,3.908409910276532,49,32,8,0,2,3.5982721531763677,16.192339226603508,11.070898316800594,2,74,41,5,4
4,Pique,FC Barcelona,ESP 1,gold,86,Defender,57,61,71,69,86,80,2,3,H/M,Right,"1,934",0,3,18,1490,0,0.5799966752529144,0,0.5313427895307541,9,2,3,0,0,0.5799966752529144,8.81834627687931,8.523909449577332,3,85,38,2,2
74,Layvin Kurzawa,Paris Saint-Germain,FRA 1,moments,86,Defender,90,83,79,85,83,77,4,3,M/L,Left,"2,308",0,0,19,1291,1,0.928409894928336,1,2.018484426662326,11,10,4,1,1,0.928409894928336,6.05328106880188,5.410362364724279,2,86,28,3,2
5,Jordi Alba,FC Barcelona,ESP 1,gold,86,Defender,88,69,81,83,78,72,3,3,H/M,Left,"2,164",1,5,35,3034,3,2.6007734797894955,5,8.494133312255144,27,52,9,0,3,2.6007734797894955,25.332843109965324,19.629056207835674,3,85,38,2,2
210,Carvajal,Real Madrid,ESP 1,gold,86,Defender,80,54,78,81,82,80,3,3,H/H,Right,"2,068",0,3,13,950,0,0.5130078122019768,2,0.957337712869048,9,9,5,0,0,0.5130078122019768,6.680948231369257,5.59010211750865,2,67,28,2,2
422,De Gea,Manchester United,ENG 1,gold,86,GK,88,81,78,89,57,82,1,3,M/M,Right,"1,031",0,1,26,2298,0,0.0,0,0.0,0,0,0,0,0,0.0,2.113249460235238,2.113249460235238,2,73,44,1,3
423,Paul Pogba,Manchester United,ENG 1,gold,86,Midfielder,73,81,86,85,66,85,5,4,H/M,Right,"2,215",0,8,26,1893,3,2.9882028456777334,3,2.066863002255559,31,24,3,0,3,2.9882028456777334,11.6914734095335,7.444205395877361,2,73,44,1,4
541,Yann Sommer,Borussia M'gladbach,GER 1,gold,86,GK,80,86,85,85,50,87,1,4,M/M,Right,943,0,3,31,2712,0,0.0,0,0.0,0,0,1,1,0,0.0,2.189790451899171,2.189790451899171,8,64,56,4,3
133,Jordan Henderson,Liverpool,ENG 1,gold,86,Midfielder,65,74,84,79,81,82,3,3,H/H,Right,"2,171",0,2,21,1710,1,1.1357975732535124,1,1.483708567917347,14,14,0,0,1,1.1357975732535124,11.4943608045578,10.461347930133345,3,68,42,1,4
399,Mats Hummels,Borussia Dortmund,GER 1,gold,86,Defender,58,58,77,73,89,77,3,3,H/H,Right,"1,998",1,4,33,2819,5,5.321491051465273,0,0.697302732616663,30,13,6,0,5,5.321491051465273,17.530260249972343,15.713282011449335,3,75,46,4,2
470,Alejandro Gomez,Sevilla FC,ESP 1,champsrare,86,Midfielder,90,79,84,88,39,55,4,4,H/M,Right,"2,019",0,7,18,916,3,0.7959604691714048,1,1.2385482396930456,18,17,0,0,3,0.7959604691714048,4.175674824044108,2.685977624729276,4,53,33,2,4
75,Marco Verratti,Paris Saint-Germain,FRA 1,gold,86,Midfielder,64,60,85,90,79,67,4,4,M/H,Right,"2,104",0,3,21,1496,0,1.5776715073734522,2,2.5874065551906824,10,24,7,0,0,1.5776715073734522,13.491839624941347,10.772366680204868,2,86,28,3,4
612,Diego Lainez,Real Betis Balompié,ESP 1,ffs,85,Midfielder,93,85,82,88,52,75,4,3,H/M,Left,"2,175",0,0,21,840,0,0.6005544513463974,2,0.5485983397811651,13,13,5,0,0,0.6005544513463974,2.601569445803761,1.8373595010489223,6,50,50,2,4
634,Diego Godin,Cagliari,ITA 1,gold,85,Defender,57,48,64,62,87,79,2,3,M/H,Right,"1,826",0,3,28,2512,1,0.3725839778780937,0,0.9031306151300668,11,7,3,0,1,0.3725839778780937,5.613558353856206,5.564357610419393,16,43,59,5,2
660,Memphis Depay,Lyon,FRA 1,gold,85,Attacker,86,83,81,83,32,80,5,3,H/L,Right,"2,045",1,8,37,2932,21,16.249495474621654,12,14.070530615746977,110,94,4,0,13,10.168799763545394,28.86987485550344,12.154926242306828,4,81,43,3,1
683,Peter Gulacsi,RB Leipzig,GER 1,gold,85,GK,84,85,82,86,43,84,1,2,M/M,Right,894,0,2,33,2970,0,0.0,0,0.0,0,0,0,0,0,0.0,5.1437314273789525,5.1437314273789525,2,60,32,4,3
8,Clement Lenglet,FC Barcelona,ESP 1,gold,85,Defender,74,45,67,66,87,81,2,4,M/H,Left,"1,882",0,3,33,2477,1,2.404035871848464,0,0.7945523522794247,11,9,7,2,1,2.404035871848464,19.133125949651003,18.894720185548067,3,85,38,2,2
134,Georginio Wijnaldum,Liverpool,ENG 1,gold,85,Midfielder,76,75,81,86,78,79,4,4,H/H,Right,"2,213",0,5,38,2961,2,2.817426797002554,0,1.6629218505695462,31,21,1,0,2,2.817426797002554,13.922181812115014,10.476276839151978,3,68,42,1,4
277,Milan Skriniar,Inter,ITA 1,gold,85,Defender,69,41,59,66,87,81,2,4,M/H,Right,"1,758",1,2,32,2782,3,2.3304228261113167,0,0.5906466878950596,15,9,1,0,3,2.3304228261113167,14.714334949851036,14.530002899467943,1,89,35,5,2
276,Christian Eriksen,Inter,ITA 1,gold,85,Midfielder,72,81,88,82,53,63,4,5,H/H,Right,"2,047",0,5,26,1401,3,1.18103361222893,0,2.388552473857999,29,30,1,0,3,1.18103361222893,8.246588556095958,6.635255221277475,1,89,35,5,4
102,Thiago,Bayern München,GER 1,gold,85,Midfielder,64,72,85,90,70,62,5,3,M/M,Right,"2,133",0,4,2,69,0,0.0,0,0.0517584271728992,0,1,0,0,0,0.0,0.0448525957763195,0.0448525957763195,1,99,44,4,4
104,Leroy Sane,Bayern München,GER 1,gold,85,Midfielder,93,81,79,85,38,67,4,3,H/M,Left,"2,034",0,5,32,1819,6,5.361089196056128,9,6.477919186465442,57,33,2,0,6,5.361089196056128,20.605438098311424,9.688476155512037,1,99,44,4,4
254,Alex Sandro,Juventus,ITA 1,gold,85,Defender,81,65,77,80,81,81,3,3,H/M,Left,"2,138",0,3,26,1857,2,1.7777630481868982,1,2.1029492877423763,13,18,2,0,2,1.7777630481868982,13.927047258242965,11.550253914669156,4,77,38,5,2
24,Koke,Atlético de Madrid,ESP 1,gold,85,Midfielder,67,75,85,81,76,80,3,4,H/H,Right,"2,151",0,3,37,3026,1,2.1139147179201245,2,2.796460444107652,17,39,9,0,1,2.1139147179201245,16.90838861837983,14.22267614863813,1,67,25,2,4
702,Parejo,Villarreal CF,ESP 1,gold,85,Midfielder,50,83,90,81,71,69,3,4,M/M,Right,"2,122",0,2,36,3135,3,1.448948185890913,5,5.407745220698416,27,44,4,0,3,1.448948185890913,19.97213039174676,17.08387206122279,7,60,44,2,4
255,Leonardo Bonucci,Juventus,ITA 1,gold,85,Defender,60,58,69,71,87,77,2,4,M/H,Right,"1,954",0,2,26,2037,2,3.64591883122921,0,0.8696581423282623,16,3,3,0,2,3.64591883122921,8.378460876643658,8.037180066108704,4,77,38,5,2
256,Matthijs de Ligt,Juventus,ITA 1,gold,85,Defender,72,59,66,69,85,84,2,4,M/H,Right,"1,932",0,2,27,2220,1,0.9373444924131036,1,1.0053016962483523,19,9,4,0,1,0.9373444924131036,10.94204924441874,10.896855214610696,4,77,38,5,2
275,Romelu Lukaku,Inter,ITA 1,gold,85,Attacker,81,83,76,75,38,84,3,4,M/M,Left,"1,965",1,7,36,2885,24,23.42576841637492,11,8.387601729482412,97,53,4,0,18,18.85797556117177,30.672951973974705,5.996653926558793,1,89,35,5,1
6,Miralem Pjanic,FC Barcelona,ESP 1,gold,85,Midfielder,67,68,87,85,75,67,3,4,M/M,Right,"2,139",0,1,19,610,0,1.4271200224757197,0,0.901518763974309,16,12,1,0,0,1.4271200224757197,6.62740845605731,5.133982803672552,3,85,38,2,4
7,Frenkie de Jong,FC Barcelona,ESP 1,gold,85,Midfielder,80,64,84,87,76,77,4,3,M/H,Right,"2,136",1,4,37,3159,3,5.62552628852427,4,5.812739137560129,17,49,5,0,3,5.62552628852427,30.502008125185966,23.308998830616478,3,85,38,2,4
400,Marco Reus,Borussia Dortmund,GER 1,gold,85,Midfielder,80,86,84,85,45,63,4,4,H/M,Right,"2,086",0,5,32,2313,8,11.018927305936812,6,7.847993072122335,56,49,1,0,8,9.675630897283554,20.437484776601195,9.797861075028775,3,75,46,4,4
103,Serge Gnabry,Bayern München,GER 1,gold,85,Midfielder,82,83,78,85,43,70,4,4,H/M,Right,"2,021",0,6,27,1653,10,7.765028517693281,2,6.910004820674658,59,38,4,0,10,7.765028517693281,19.87392820417881,8.742161793634295,1,99,44,4,4
424,Marcus Rashford,Manchester United,ENG 1,gold,85,Midfielder,91,83,78,85,45,78,5,4,H/M,Right,"2,096",1,7,37,2941,11,9.579709991812706,9,4.185122115537524,79,44,4,0,11,9.579709991812706,20.44191016256809,8.927207557484508,2,73,44,1,4
446,Bernd Leno,Arsenal,ENG 1,gold,85,GK,85,83,80,86,55,84,1,3,M/M,Right,954,0,1,35,3136,0,0.0,0,0.0,0,0,0,1,0,0.0,4.326600980013609,4.326600980013609,8,55,39,1,3
54,Riyad Mahrez,Manchester City,ENG 1,gold,85,Attacker,83,79,81,90,38,59,5,4,M/M,Left,"1,980",0,6,27,1961,9,6.23244518134743,6,6.086525144055486,58,45,0,0,9,6.23244518134743,18.846324333921075,9.170806819573045,1,83,32,1,1
55,Kyle Walker,Manchester City,ENG 1,gold,85,Defender,92,63,76,77,80,82,3,2,H/H,Right,"2,132",0,3,24,1944,1,0.2044049063697457,1,0.4997862335294485,10,8,1,0,1,0.2044049063697457,10.604217860847712,10.206446424126623,1,83,32,1,2
228,Dries Mertens,Napoli,ITA 1,gold,85,Attacker,86,82,80,89,35,51,4,4,H/L,Right,"1,984",1,4,29,1466,9,6.0316783264279366,8,4.320107800886035,55,36,2,0,9,6.0316783264279366,10.975777942687271,2.574724580161273,5,86,41,5,1
229,Lorenzo Insigne,Napoli,ITA 1,gold,85,Attacker,88,78,83,91,36,44,4,4,H/M,Right,"1,956",1,6,35,2888,19,17.34749484434724,7,9.122002026066184,144,63,2,1,12,11.257104076445104,27.064160227775574,12.54643751308322,5,86,41,5,1
494,Gianluigi Donnarumma,Milan,ITA 1,gold,85,GK,89,81,76,89,49,83,1,3,M/M,Right,912,1,2,37,3330,0,0.0,0,0.0,0,0,1,0,0,0.0,4.617561143822968,4.617561143822968,2,74,41,5,3
302,Kai Havertz,Chelsea,ENG 1,gold,85,Midfielder,84,81,79,85,45,67,4,4,M/M,Left,"2,011",0,4,27,1523,4,6.352183712646365,3,1.553381915204227,33,18,2,0,4,6.352183712646365,10.382943627424538,4.811911249533296,4,58,36,1,4
301,Hakim Ziyech,Chelsea,ENG 1,gold,85,Midfielder,80,76,87,83,50,66,5,2,H/H,Left,"2,045",0,4,23,1182,2,1.9873138703405857,3,4.478449191898108,35,34,3,0,2,1.9873138703405857,7.660671561956406,3.691924286074936,4,58,36,1,4
300,Timo Werner,Chelsea,ENG 1,gold,85,Attacker,91,85,69,84,35,71,3,4,H/M,Right,"1,976",0,4,35,2605,6,13.432795586064458,8,6.66727664321661,80,36,2,0,6,13.432795586064458,20.533462934195995,5.242121719755232,4,58,36,1,1
518,Ricardo Pereira,Leicester City,ENG 1,gold,85,Defender,83,66,79,82,81,76,3,4,H/H,Right,"2,126",0,1,15,954,0,0.3633937835693359,1,0.7606745809316635,7,10,3,0,0,0.3633937835693359,4.405820306390524,3.736775744706392,5,68,50,1,2
299,Thiago Silva,Chelsea,ENG 1,gold,85,Defender,59,54,72,72,86,78,2,3,M/H,Right,"1,992",0,4,23,1938,2,1.3205454014241695,0,0.2914941646158695,13,5,3,1,2,1.3205454014241695,7.84285775385797,7.636919112876058,4,58,36,1,2
76,Mauro Icardi,Paris Saint-Germain,FRA 1,gold,85,Attacker,73,85,65,78,36,68,3,4,M/M,Right,"1,903",0,3,20,1071,7,8.699155304580927,3,2.8388219494372606,40,15,1,0,6,7.939192030578852,11.686988301575184,2.6415733955800533,2,86,28,3,1
77,Marquinhos,Paris Saint-Germain,FRA 1,gold,85,Defender,72,41,73,71,87,78,3,3,M/H,Right,"1,915",1,6,25,2133,3,2.3924467153847218,1,0.2316864840686321,15,3,2,0,3,2.3924467153847218,7.701066475361586,7.701066475361586,2,86,28,3,2
