,id,Player,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,Team,npg,npxG,xGChain,xGBuildup,League
29,3667,Nabil Fekir,17,1426,4,3.43243389390409,4,4.156153425574303,49,41,7,0,M S,Real Betis,4,3.43243389390409,8.065414659678936,3.0713373459875584,ESP 1
30,5232,Alexander Isak,16,1151,4,4.8061169646680355,1,1.151381028816104,34,8,2,0,F M S,Real Sociedad,3,4.062839355319738,5.73770148307085,1.2274706028401852,ESP 1
31,6533,Anthony Lozano,16,978,4,3.2277378123253584,1,0.5862303115427494,30,7,4,0,F M S,Cadiz,4,3.2277378123253584,3.0699699856340885,0.38787394762039185,ESP 1
32,7224,Boulaye Dia,15,881,4,4.629581850022078,4,2.154567211866379,29,12,2,0,F S,Villarreal,4,4.629581850022078,8.399257645010948,1.9586673192679882,ESP 1
33,7779,Oihan Sancet,16,776,4,3.1137986443936825,3,2.2086683213710785,21,17,0,0,F S,Athletic Club,4,3.1137986443936825,7.443729355931282,2.7043218817561865,ESP 1
34,8978,Luis Suarez,19,1552,4,4.743592727929354,3,2.7511301832273602,44,17,4,0,F M S,Granada,4,4.000315088778734,6.92621411755681,1.956294447183609,ESP 1
35,2228,Aritz Elustondo,17,1356,3,0.5918238079175353,1,0.2580984830856323,8,1,2,1,D S,Real Sociedad,3,0.5918238079175353,3.2789575196802616,3.1978971660137177,ESP 1
36,2270,Antoine Griezmann,16,1163,3,3.7113309018313885,1,1.5072342492640018,30,16,2,0,F M S,Atletico Madrid,3,3.7113309018313885,7.694829756394029,3.656773917376995,ESP 1
37,2400,Raul Garcia,18,1031,3,4.110216859728098,0,2.5276125762611628,27,10,1,0,F S,Athletic Club,3,3.366939250379801,5.826081644743681,1.6069529838860035,ESP 1
38,2543,Borja Iglesias,15,505,3,3.341556180268526,0,0.6017942801117897,18,6,1,0,F S,Real Betis,2,2.598278544843197,3.074769800528884,0.5198965072631836,ESP 1
39,2566,Roger,14,1086,3,4.098515456542373,1,1.765804797410965,20,9,4,0,F S,Levante,2,2.6119602378457785,5.267015454359353,1.8975736694410443,ESP 1
40,3208,Oscar Trejo,17,1114,3,3.007868926972151,8,2.693287117406726,14,33,7,0,F M S,Rayo Vallecano,0,0.7780361175537109,4.780540786683559,2.2773776203393936,ESP 1
41,3425,Thomas Lemar,13,881,3,2.5542597845196724,4,2.4918820187449455,17,25,2,0,M S,Atletico Madrid,3,2.5542597845196724,7.4111463241279125,4.667531959712505,ESP 1
42,4120,Alex Moreno,16,1303,3,1.0274733556434512,2,1.4460431560873985,16,16,2,0,D S,Real Betis,3,1.0274733556434512,4.450385704636574,3.0627274364233017,ESP 1
43,4177,Alex Fernandez,17,1176,3,2.190141635015607,1,0.636244123801589,13,11,2,0,F M S,Cadiz,2,0.7035864163190126,2.3961832113564014,1.546943873167038,ESP 1
44,5074,Kike Garcia,17,1243,3,3.8809634689241648,0,0.58968361094594,32,12,0,0,F M S,Osasuna,2,3.13768588937819,4.988477926701307,1.525593550875783,ESP 1
45,5090,David Garcia,18,1620,3,0.5707394042983651,0,0.04121311381459236,14,2,5,0,D,Osasuna,3,0.5707394042983651,1.5945343412458897,1.5373843889683485,ESP 1
46,5169,Youssef En-Nesyri,8,481,3,3.33976611495018,1,1.1050363034009933,14,5,0,0,F S,Sevilla,2,2.5964884608983994,4.941298894584179,1.7205926850438118,ESP 1
47,5212,Sergi Guardiola,14,660,3,2.7553185438737273,2,0.2708765584975481,17,3,2,0,F S,Rayo Vallecano,3,2.7553185438737273,4.01240237057209,1.193933941423893,ESP 1
48,6217,Enis Bardhi,13,764,3,2.9244723161682487,1,0.8696461282670498,23,15,2,0,F M S,Levante,1,1.437917006202042,2.1912188585847616,0.6679691467434168,ESP 1
49,6933,Javi Puado,12,733,3,2.2690464183688164,0,0.311682540923357,16,8,2,0,M S,Espanyol,3,2.2690464183688164,3.1353615298867226,1.5261124074459076,ESP 1
50,6955,Ezequiel Avila,19,703,3,2.3553917594254017,0,0.6674461551010609,25,5,3,1,F S,Osasuna,3,2.3553917594254017,3.0670493841171265,0.5762844933196902,ESP 1
51,7080,Matheus Cunha,15,351,3,2.8783057695254683,1,0.38026854395866394,17,2,3,0,F S,Atletico Madrid,3,2.8783057695254683,3.4855802971869707,0.6464618220925331,ESP 1
52,7841,Dani Rodriguez,18,1604,3,2.498783677816391,2,2.1854299046099186,26,25,5,0,F M,Mallorca,3,2.498783677816391,4.060327362269163,0.6677991719916463,ESP 1
53,7863,Antonio Puertas,15,974,3,1.7021534778177738,1,0.316843431442976,13,7,2,0,F M S,Granada,3,1.7021534778177738,2.334579134359956,1.6983889769762754,ESP 1
54,7967,Anssumane Fati,5,216,3,0.9298386722803116,0,0.46697013452649117,13,2,0,0,F S,Barcelona,3,0.9298386722803116,1.8542222175747156,0.8073016181588173,ESP 1
55,9813,Randy Nteka,16,667,3,1.8874597381800413,0,1.0646230913698673,15,10,1,0,F M S,Rayo Vallecano,3,1.8874597381800413,2.9315570294857025,0.5363745652139187,ESP 1
56,323,Adnan Januzaj,19,952,2,2.2006429620087147,0,1.6103030741214752,27,18,4,0,F M S,Real Sociedad,1,1.4573653154075146,3.7623136416077614,1.714026903733611,ESP 1
57,488,Philippe Coutinho,12,501,2,3.228455826640129,0,0.5882536768913269,24,1,1,0,F M S,Barcelona,1,2.4851782023906708,4.592341743409634,2.3207040019333363,ESP 1
58,608,Alberto Moreno,17,724,2,1.701835097745061,1,1.9309337846934795,13,12,2,0,D M S,Villarreal,2,1.701835097745061,4.279132567346096,1.3182022161781788,ESP 1
59,1491,Alejandro Gomez,14,875,2,0.8130330331623554,0,0.7129388023167849,12,9,2,0,F M S,Sevilla,2,0.8130330331623554,4.285376098006964,3.138751918449998,ESP 1
60,1700,Lucas Perez,15,1044,2,2.450345680117607,1,1.3762063570320606,14,12,0,0,F M S,Elche,2,2.450345680117607,4.908699410036206,2.671643750742078,ESP 1
61,1715,Alvaro Negredo,17,822,2,2.77286241017282,0,0.16006763093173504,18,4,1,0,F M S,Cadiz,0,1.2863071914762259,0.5723623451776803,0.03365053981542587,ESP 1
62,2094,Ivan Rakitic,16,974,2,0.7138303844258189,3,1.5009882366284728,19,17,5,0,M S,Sevilla,2,0.7138303844258189,4.154004801996052,3.525272429920733,ESP 1
63,2103,Aleix Vidal,15,1120,2,0.7710420936346054,0,1.657522588968277,4,15,4,0,D M S,Espanyol,2,0.7710420936346054,4.702324640005827,2.777996215969324,ESP 1
64,2104,Sergi Roberto,9,398,2,1.3414890244603157,1,0.3175843842327595,4,4,1,0,D M S,Barcelona,2,1.3414890244603157,1.9510361775755882,0.363357100635767,ESP 1
65,2247,Nacho,14,826,2,1.1058966629207134,0,0.11609250446781516,5,4,3,0,D S,Real Madrid,2,1.1058966629207134,4.49886055290699,4.467694766819477,ESP 1
66,2272,Yannick Carrasco,18,1417,2,2.0959112215787172,4,3.989108758047223,25,28,3,0,D F M S,Atletico Madrid,2,2.0959112215787172,7.3564353212714195,3.3007048219442368,ESP 1
67,2308,Denis Suarez,19,1350,2,1.0730756726115942,1,1.67526323068887,14,24,3,0,M S,Celta Vigo,2,1.0730756726115942,5.646639324724674,3.6383885452523828,ESP 1
68,2401,Muniain,19,1514,2,4.3473193645477295,5,5.372145853936672,22,57,1,0,M,Athletic Club,1,3.60404172539711,9.534569557756186,4.288940090686083,ESP 1
69,2484,Inigo Martinez,15,1345,2,1.3295696545392275,0,0.23142885975539684,17,3,4,2,D,Athletic Club,2,1.3295696545392275,2.516834842041135,2.3680899012833834,ESP 1
70,2505,Jose Gaya,13,1125,2,0.9839770263060927,2,1.1571763446554542,13,11,5,0,D,Valencia,2,0.9839770263060927,5.060241159051657,3.5023932941257954,ESP 1
71,2537,Sandro Ramirez,14,897,2,1.814834880642593,0,0.3639484755694866,30,7,4,0,F S,Getafe,2,1.814834880642593,2.2383718751370907,0.5918743014335632,ESP 1
72,3211,Martin Braithwaite,3,232,2,1.6452632173895836,1,1.5402731895446777,7,2,0,0,F,Barcelona,2,1.6452632173895836,2.6809005960822105,0.4299000706523657,ESP 1
73,4034,Jose Campana,12,973,2,1.610242711380124,0,0.6233303835615516,9,14,3,0,M S,Levante,2,0.866965102031827,2.994574848562479,2.3386872448027134,ESP 1
74,4146,Fidel,17,1310,2,1.6661971788853407,2,2.454440257512033,11,19,5,0,M,Elche,1,0.9229195099323988,5.69821522757411,3.153009619563818,ESP 1
75,4175,Pere Milla,14,392,2,1.8907562624663115,1,0.12350474204868078,9,3,1,0,F S,Elche,2,1.8907562624663115,2.2460297513753176,0.3326801210641861,ESP 1
76,4226,Darwin Machis,12,768,2,0.6780538866296411,0,0.7438180763274431,16,10,1,0,F M S,Granada,2,0.6780538866296411,1.8415404865518212,0.8936936315149069,ESP 1
77,5044,Victor Laguardia,18,1615,2,1.5734195755794644,1,0.7566252676770091,11,2,4,0,D,Alaves,2,1.5734195755794644,1.6876300079748034,1.6771158948540688,ESP 1
78,5093,Roberto Torres,14,525,2,1.8588705155998468,2,2.3975626826286316,12,20,2,0,F M S,Osasuna,0,0.3723152820020914,2.3118758723139763,0.6868575792759657,ESP 1
79,5304,Mikel Merino,16,1410,2,1.2627795794978738,1,1.5894261170178652,21,15,4,0,M,Real Sociedad,2,1.2627795794978738,5.1940001882612705,3.7356475591659546,ESP 1
80,5712,Diego Carlos,18,1620,2,1.8243610374629498,0,0.05470797047019005,14,1,1,1,D,Sevilla,2,1.8243610374629498,6.2333876341581345,6.103573769330978,ESP 1
81,6124,Maxi Gomez,14,1069,2,1.94683101400733,1,1.7702324204146862,21,16,5,1,F S,Valencia,2,1.94683101400733,4.687391468323767,2.057579066604376,ESP 1
82,6221,Pau Torres,16,1440,2,1.757736049592495,0,1.2155422195792198,12,6,3,0,D,Villarreal,2,1.757736049592495,8.843806885182858,8.833714433014393,ESP 1
83,6227,Brais Mendez,18,1433,2,2.4638936407864094,3,1.3386247148737311,33,15,6,0,F M S,Celta Vigo,2,2.4638936407864094,7.028123230673373,4.5214546183124185,ESP 1
84,7208,Samuel Chukwueze,12,403,2,1.6012732423841953,1,1.439670991152525,11,12,1,0,M S,Villarreal,2,1.6012732423841953,5.230417001992464,2.734950792044401,ESP 1
85,7716,Dario Benedetto,14,587,2,2.6831291685812175,1,0.4796198457479477,18,4,1,0,F S,Elche,2,2.6831291685812175,3.405737990513444,0.3504936285316944,ESP 1
86,7840,Iddrisu Baba,17,1317,2,1.7053280603140593,0,0.21730522066354752,17,4,7,0,M S,Mallorca,2,1.7053280603140593,2.508528957143426,2.1105478862300515,ESP 1
87,7861,German Sanchez,16,1206,2,1.2447634413838387,0,0.053209464997053146,8,1,5,0,D S,Granada,2,1.2447634413838387,0.7348193069919944,0.6816098419949412,ESP 1
88,7887,Luuk de Jong,10,403,2,2.524660551920533,0,0.2503545805811882,12,5,0,0,F S,Barcelona,2,2.524660551920533,2.3232115004211664,0.25744324177503586,ESP 1
89,7892,Joao Felix,11,518,2,2.2253291234374046,1,1.298451978713274,21,7,1,1,F M S,Atletico Madrid,2,2.2253291234374046,3.9692218601703644,1.3693996500223875,ESP 1
90,7921,Felipe,12,876,2,1.1175667140632868,1,0.5558285457082093,8,2,4,0,D S,Atletico Madrid,2,1.1175667140632868,2.012992648407817,2.0059671346098185,ESP 1
91,8091,Ronald Araujo,15,1017,2,1.0003200396895409,0,1.325227864086628,10,5,2,0,D S,Barcelona,2,1.0003200396895409,5.322939112782478,4.727374777197838,ESP 1
92,8107,Jorge De Frutos,17,1217,2,4.065050557255745,4,2.1106457505375147,29,12,2,0,F M S,Levante,2,4.065050557255745,5.952711887657642,1.7256813310086727,ESP 1
93,8271,Fernando Nino,15,602,2,2.351304616779089,0,0.32615212816745043,13,7,2,0,F S,Mallorca,2,2.351304616779089,2.032570894807577,0.19504760298877954,ESP 1
94,8284,Julen Lobete,11,251,2,0.9849406890571117,0,0.01966273970901966,8,1,0,0,F S,Real Sociedad,2,0.9849406890571117,1.0125697497278452,0.045847903937101364,ESP 1
95,8733,Alfonso Espino,19,1710,2,1.1817638576030731,0,1.8983335047960281,11,20,3,0,D,Cadiz,2,1.1817638576030731,3.0894190557301044,1.4517071470618248,ESP 1
96,8895,Tete Morente,13,575,2,0.8710494954138994,2,1.4711561370640993,9,10,3,0,M S,Elche,2,0.8710494954138994,2.5392826665192842,0.6477716788649559,ESP 1
97,8986,Omar Alderete,16,1314,2,0.721594157628715,0,0.08163999393582344,10,3,9,0,D S,Valencia,2,0.721594157628715,1.6373508088290691,1.5459487698972225,ESP 1
98,9024,Yeremi Pino,18,1058,2,2.9158249981701374,4,2.3660928029567003,12,19,2,0,F M S,Villarreal,2,2.9158249981701374,7.346834987401962,2.5471405871212482,ESP 1
99,9802,Nico Gonzalez,16,830,2,1.4242463186383247,1,0.7777127716690302,17,11,2,0,M S,Barcelona,2,1.4242463186383247,5.773481860756874,3.7010222040116787,ESP 1
100,9812,Isi Palazon,19,1354,2,2.17026150226593,0,1.4913580939173698,32,12,4,0,M S,Rayo Vallecano,2,2.17026150226593,4.635289811529219,3.265741412527859,ESP 1
101,391,David Alaba,18,1614,1,0.6850162707269192,3,2.009738441091031,13,13,1,0,D,Real Madrid,1,0.6850162707269192,6.911491760984063,5.573736390098929,ESP 1
102,493,Gabriel,12,1021,1,1.1108214715495706,1,0.09905078448355198,5,3,1,0,D,Valencia,1,1.1108214715495706,2.632591601461172,2.538627182133496,ESP 1
103,497,Francis Coquelin,13,552,1,0.2087385207414627,1,0.4646448865532875,4,6,2,0,M S,Villarreal,1,0.2087385207414627,4.257280059158802,3.6951975375413895,ESP 1
104,615,Fernando,18,1435,1,0.8028485421091318,1,0.2804915811866522,6,6,5,0,D M S,Sevilla,1,0.8028485421091318,5.034397942945361,4.265839463099837,ESP 1
105,619,Sergio Aguero,4,148,1,1.1555328257381916,0,0.32806313037872314,6,1,0,0,F S,Barcelona,1,1.1555328257381916,1.499554980546236,0.015959011390805244,ESP 1
106,1003,Pablo Maffeo,17,1450,1,0.9174845945090055,1,0.5671702194958925,15,11,3,0,D,Mallorca,1,0.9174845945090055,2.023209212347865,1.52177663333714,ESP 1
107,1235,Ante Budimir,9,366,1,1.119077567011118,0,0.081961490213871,4,3,1,0,F S,Osasuna,0,0.37579992786049843,0.5408250344917178,0.09251746814697981,ESP 1
108,1699,Shkodran Mustafi,10,641,1,0.09396413527429104,0,0,4,0,1,0,D S,Levante,1,0.09396413527429104,0.9106262195855379,0.8922309204936028,ESP 1
109,1732,Nolito,19,918,1,1.5587519174441695,0,0.47208891808986664,16,7,1,0,M S,Celta Vigo,1,1.5587519174441695,3.6356758158653975,1.8251181170344353,ESP 1
110,1951,Sime Vrsaljko,6,213,1,1.0545030310750008,1,0.4605421796441078,3,2,1,0,D S,Atletico Madrid,1,1.0545030310750008,0.9403854049742222,0.4572019148617983,ESP 1
111,2079,Ruben Rochina,10,680,1,0.6523359455168247,3,0.9799666674807668,15,11,2,0,F M S,Granada,1,0.6523359455168247,2.0245981672778726,1.3808273831382394,ESP 1
112,2092,Gerard Pique,16,1200,1,1.2452369965612888,0,0.19577659666538239,8,3,5,0,D S,Barcelona,1,1.2452369965612888,5.51529511064291,5.331555962562561,ESP 1
113,2095,Sergio Busquets,18,1593,1,0.19110296294093132,0,0.6365994159132242,6,16,5,0,M,Barcelona,1,0.19110296294093132,9.579588763415813,9.088943600654602,ESP 1
114,2106,Munir,10,229,1,0.5111616309732199,0,0.5413332991302013,6,5,1,0,F M S,Sevilla,1,0.5111616309732199,1.415129279717803,0.643650509417057,ESP 1
115,2109,Enzo Roco,16,1321,1,0.8710360340774059,0,0.06428273767232895,5,1,5,0,D S,Elche,1,0.8710360340774059,1.8805665969848633,1.530676394701004,ESP 1
116,2121,Salva Sevilla,10,531,1,1.111885042861104,2,1.1331471763551235,10,9,0,0,M S,Mallorca,0,0.3686074111610651,1.839688390493393,1.5171706965193152,ESP 1
117,2143,German Pezzella,9,753,1,0.30601680651307106,0,0,4,0,1,1,D S,Real Betis,1,0.30601680651307106,1.1923399791121483,1.1923399791121483,ESP 1
118,2251,Gareth Bale,3,199,1,0.6510773152112961,0,0.11455470696091652,7,2,1,0,F,Real Madrid,1,0.6510773152112961,0.8895535320043564,0.24820413067936897,ESP 1
119,2253,Lucas Vazquez,15,882,1,0.9160943441092968,0,0.9646887630224228,9,17,0,0,D S,Real Madrid,1,0.9160943441092968,5.2154913526028395,3.9687689431011677,ESP 1
120,2255,Isco,8,176,1,0.40556148439645767,0,0.7845292277634144,7,4,1,0,M S,Real Madrid,1,0.40556148439645767,1.6885947212576866,0.6403969377279282,ESP 1
121,2260,Daniel Carvajal,12,765,1,0.5093130115419626,0,0.518127990886569,5,9,1,0,D S,Real Madrid,1,0.5093130115419626,5.3913033455610275,4.78285314142704,ESP 1
122,2282,Sergi Gomez,18,1594,1,0.40939490124583244,2,0.9956765519455075,5,4,1,1,D,Espanyol,1,0.40939490124583244,3.2824034281075,3.0558190252631903,ESP 1
123,2284,Daniel Wass,18,1532,1,1.9237553179264069,1,0.5653613395988941,24,14,6,0,M,Valencia,1,1.9237553179264069,4.743475307710469,3.493514151312411,ESP 1
124,2326,Rober,11,623,1,1.2629310116171837,0,0,4,0,1,1,D S,Levante,1,1.2629310116171837,1.3133069165050983,1.3133069165050983,ESP 1
125,2368,Montoro,15,944,1,1.1727644195780158,1,1.3440205492079258,12,17,5,0,M S,Granada,1,1.1727644195780158,2.478554869070649,0.9604969900101423,ESP 1
126,2369,Toni Kroos,13,1112,1,1.663635790348053,3,3.2445797752588987,31,31,2,0,M,Real Madrid,1,1.663635790348053,9.630401581525803,7.111264318227768,ESP 1
127,2424,Oliver Torres,9,336,1,0.2146364152431488,1,0.20325227081775665,5,4,0,0,F M S,Sevilla,1,0.2146364152431488,1.5848858812823892,1.2191424937918782,ESP 1
128,2452,De Marcos,10,687,1,0.1017826646566391,2,0.9958588890731335,2,8,2,0,D S,Athletic Club,1,0.1017826646566391,3.7123092487454414,3.0663046315312386,ESP 1
129,2560,Cristiano Piccini,5,245,1,0.15141289681196213,0,0.1926967054605484,3,2,0,0,D S,Valencia,1,0.15141289681196213,0.630739837884903,0.43804313242435455,ESP 1
130,2571,Sergio Canales,18,1425,1,2.366522178053856,3,2.38916077837348,30,31,1,0,M S,Real Betis,1,2.366522178053856,8.75918148830533,5.511799288913608,ESP 1
131,2621,Sergi Darder,18,1526,1,1.0604341961443424,2,0.806689340621233,23,12,1,0,M,Espanyol,1,1.0604341961443424,4.000410025939345,3.175684127956629,ESP 1
132,3237,Aissa Mandi,8,720,1,1.041806399822235,0,0.02078583650290966,5,1,2,0,D,Villarreal,1,1.041806399822235,2.834827095270157,2.7958632707595825,ESP 1
133,4136,Angel,14,756,1,3.003500647842884,2,0.9400198981165886,14,6,1,0,F S,Mallorca,1,3.003500647842884,3.0164464972913265,0.09969676099717617,ESP 1
134,4242,Stefan Mitrovic,15,1192,1,0.12519854307174683,0,0.07608941942453384,3,2,2,0,D S,Getafe,1,0.12519854307174683,1.0857576988637447,1.0857576988637447,ESP 1
135,5126,Jose Angel,12,463,1,0.11673278268426657,1,0.8519944846630096,7,4,1,1,D S,Osasuna,1,0.11673278268426657,2.1807628460228443,1.639235321432352,ESP 1
136,5201,Dario Poveda,13,332,1,0.3758096508681774,0,0.07892482168972492,4,3,0,0,F S,Getafe,1,0.3758096508681774,0.8964037429541349,0.4723421037197113,ESP 1
137,5230,Thomas Delaney,14,700,1,0.6814288552850485,1,0.6704592518508434,10,4,2,1,M S,Sevilla,1,0.6814288552850485,2.174055878072977,1.3647231832146645,ESP 1
138,5907,Varazdat Haroyan,15,1301,1,0.9659993350505829,0,0.1869047563523054,3,4,8,0,D,Cadiz,1,0.9659993350505829,0.3353735413402319,0.2772482559084892,ESP 1
139,6117,Pere Pons,13,883,1,0.7155689056962729,0,0.5113035626709461,9,9,0,0,M S,Alaves,1,0.7155689056962729,1.9856608901172876,0.8974447241052985,ESP 1
140,6168,Leandro Cabrera,19,1710,1,0.6498314626514912,0,0.11501367017626762,11,3,3,0,D,Espanyol,1,0.6498314626514912,2.703801369294524,2.5480253901332617,ESP 1
141,6228,Luka Jovic,10,197,1,1.4663133434951305,2,0.9400363713502884,8,4,0,0,S,Real Madrid,1,1.4663133434951305,2.412119261920452,0.6731601059436798,ESP 1
142,6233,Ferland Mendy,12,943,1,0.7945694774389267,0,0.546356238424778,7,10,2,0,D S,Real Madrid,1,0.7945694774389267,6.244243681430817,5.1985858380794525,ESP 1
143,6242,Johan Mojica,18,1529,1,0.33520680107176304,2,3.424445614218712,8,17,1,0,D S,Elche,1,0.33520680107176304,4.915345225483179,3.084943206049502,ESP 1
144,6368,Mathias Olivera,17,1499,1,1.5244868285953999,0,0.7094155792146921,11,15,5,0,D,Getafe,1,1.5244868285953999,3.4582007229328156,2.299650337547064,ESP 1
145,6528,Loren Moron,13,326,1,0.6479157423600554,0,0.35993967950344086,5,3,0,0,F M S,Espanyol,1,0.6479157423600554,0.78432706464082,0.289831917732954,ESP 1
146,6531,Alexander Sorloth,15,551,1,2.201075956225395,0,0.9657663330435753,10,8,1,0,F S,Real Sociedad,1,2.201075956225395,3.279856562614441,0.6027284786105156,ESP 1
147,6592,Manuel Morlanes,17,660,1,0.18148866295814514,0,0.45535562187433243,4,3,2,0,M S,Espanyol,1,0.18148866295814514,3.173403799533844,2.579363163560629,ESP 1
148,6766,Dani Vivian,9,778,1,0.43931370973587036,0,0,5,0,0,0,D,Athletic Club,1,0.43931370973587036,1.0707157030701637,1.0446991212666035,ESP 1
149,6953,Gonzalo Melero,12,764,1,0.8031904809176922,2,0.7365358714014292,7,10,3,0,M S,Levante,1,0.8031904809176922,1.802945388481021,0.5699518099427223,ESP 1
150,7009,Jaime Mata,16,522,1,1.1104431301355362,0,0.5528178922832012,10,6,5,0,F S,Getafe,1,1.1104431301355362,1.7472044676542282,0.15117709338665009,ESP 1
151,7050,Lucas Torro,16,1385,1,0.9696229752153158,0,0.15534898079931736,20,4,7,0,M,Osasuna,1,0.9696229752153158,2.4852746296674013,1.5036187693476677,ESP 1
152,7070,Santiago Comesana,18,1393,1,1.6734557263553143,2,1.3648101286962628,16,14,5,0,M S,Rayo Vallecano,1,1.6734557263553143,4.275426533073187,2.3311033695936203,ESP 1
153,7113,Santiago Arias,8,318,1,0.6476530861109495,0,0.07617535069584846,2,2,1,0,D S,Granada,1,0.6476530861109495,0.8239266183227301,0.7694022562354803,ESP 1
