,index,Player,Team,League,Version,OVR,POS,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats,tots,special cards,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
26,690,Ederson,Manchester City,ENG 1,gold,88,GK,86,82,93,88,64,86,1,3,M/M,Left,"1,087",0,2,35,3071,0,0.0,0,0.074793592095375,0,1,3,1,0,0.0,8.33819955214858,8.263405945152044
27,691,Sadio Mane,Liverpool,ENG 1,gold,88,LW,94,83,77,88,44,74,4,4,H/M,Right,"2,116",1,10,35,2761,18,14.577482901513577,7,7.235693477094173,77,59,3,0,18,14.577482901513577,25.07320520281792,6.767014004290104
28,692,Raheem Sterling,Manchester City,ENG 1,gold,88,RW,93,79,78,89,45,57,4,3,H/M,Right,"1,995",0,5,33,2678,20,19.799906481057405,1,7.208586284890771,100,48,5,0,20,18.27756874635816,31.4420103430748,10.185997404158115
29,693,Paul Pogba,Manchester United,ENG 1,gold,88,CM,74,81,86,85,66,86,5,4,H/M,Right,"2,224",0,3,16,1206,1,2.1508691580966115,3,3.056191712617874,22,30,1,0,1,1.3897003000602126,8.765662774443626,7.2315688990056515
30,694,Thibaut Courtois,Real Madrid,ESP 1,gold,88,GK,85,89,72,87,48,85,1,3,M/M,Left,906,1,3,34,3060,0,0.0710490867495536,0,0.0,1,0,1,0,0,0.0710490867495536,3.707689790055156,3.707689790055156
31,695,Christian Eriksen,Tottenham Hotspur,ENG 1,gold,88,CAM,73,81,90,84,53,63,4,5,H/H,Right,"2,074",0,8,20,1075,2,1.7644307054579258,2,2.2595173344016075,26,23,5,0,2,1.7644307054579258,4.081463946029544,1.7793743619695306
32,696,Pierre-Emerick Aubameyang,Arsenal,ENG 1,gold,88,ST,94,85,75,80,37,69,4,4,M/L,Right,"2,019",1,7,36,3143,22,16.352623080834746,3,4.492486916482449,93,26,3,1,20,14.830358987674115,19.96428203582764,5.339657470583916
33,697,Marco Reus,Borussia Dortmund,GER 1,gold,88,CAM,85,88,84,87,45,66,4,4,H/M,Right,"2,132",1,5,19,1505,11,9.104646295309069,5,3.1338243763893843,47,22,1,0,10,8.346950024366379,16.012725859880447,6.054590526968241
34,698,Toni Kroos,Real Madrid,ESP 1,gold,88,CM,45,80,90,81,70,69,3,5,M/M,Right,"2,061",1,4,35,2661,4,3.3423622427508235,5,5.650761117227376,57,61,2,0,4,3.3423622427508235,18.132292062044144,13.864735821262002
35,699,Diego Godin,Inter,ITA 1,gold,88,CB,60,48,64,63,89,83,2,3,M/H,Right,"1,860",1,2,23,1632,1,0.7739587835967541,1,1.0156704392284155,11,10,5,0,1,0.7739587835967541,6.470399050042033,5.61645289324224
36,700,David Silva,Manchester City,ENG 1,gold,88,CAM,65,74,88,89,52,57,4,2,H/M,Left,"2,032",0,5,27,1846,5,6.93236867710948,10,7.6509875394403934,46,49,0,0,5,6.93236867710948,24.68700398504734,12.764220461249352
37,701,Hugo Lloris,Tottenham Hotspur,ENG 1,gold,88,GK,89,82,68,91,64,84,1,1,M/M,Left,949,0,3,21,1808,0,0.0,0,0.0,0,0,0,0,0,0.0,0.6128968093544245,0.6128968093544245
38,702,Manuel Neuer,Bayern München,GER 1,gold,88,GK,87,87,91,87,56,85,1,4,M/M,Right,"1,073",0,5,33,2970,0,0.0,0,0.0,0,0,0,0,0,0.0,9.844686096534131,9.844686096534131
39,703,Samir Handanovic,Inter,ITA 1,gold,88,GK,88,85,69,89,53,89,1,2,M/M,Right,872,1,4,35,3150,0,0.0,0,0.1665812283754348,0,2,2,0,0,0.0,4.895845437422395,4.820582279935479
40,704,Pique,FC Barcelona,ESP 1,gold,88,CB,56,61,72,69,88,80,2,3,H/M,Right,"1,942",1,3,35,3102,1,2.5585095826536417,0,0.3847689982503652,14,5,15,0,1,2.5585095826536417,15.995200077071786,14.439008696004748
41,705,Edinson Cavani,Paris Saint-Germain,FRA 1,gold,88,ST,75,86,72,79,55,83,3,4,H/H,Right,"2,116",0,2,14,593,4,9.334374457597733,1,1.0929752849042416,28,10,2,0,3,8.574279338121414,8.842202056199312,1.3648339062929151
42,724,Fabio,FC Nantes,FRA 1,flashback,87,LB,92,70,83,88,85,89,3,4,M/M,Right,"2,329",0,0,10,834,0,0.0471676168963313,0,0.3684651423245668,3,7,4,0,0,0.0471676168963313,2.0462158899754286,1.9078961396589875
43,852,Bernardo Silva,Manchester City,ENG 1,gold,87,RW,81,76,83,92,51,67,4,3,H/H,Left,"2,063",0,5,34,2020,6,7.420340552926063,7,6.312828656286001,52,51,5,0,6,7.420340552926063,23.83779612928629,14.72735245898366
44,853,Aymeric Laporte,Manchester City,ENG 1,gold,87,CB,64,50,71,69,88,82,2,3,M/M,Left,"1,943",0,3,15,1112,1,0.7192277312278748,0,0.1790373101830482,4,3,1,0,1,0.7192277312278748,7.432042468339205,7.252388287335634
45,854,Casemiro,Real Madrid,ESP 1,gold,87,CDM,62,72,75,72,85,89,2,3,M/H,Right,"2,122",1,3,35,3096,4,4.22268657758832,3,1.7972075855359435,45,14,12,0,4,4.22268657758832,17.749050233513117,14.301674213260412
46,855,Heung Min Son,Tottenham Hotspur,ENG 1,gold,87,CF,88,86,80,87,42,68,4,5,H/H,Right,"2,066",1,8,30,2511,11,9.70170486625284,10,6.721727088093758,81,41,0,2,11,8.940535909496248,18.800011694431305,6.514012955129147
47,856,Lorenzo Insigne,Napoli,ITA 1,gold,87,CF,89,79,85,91,35,47,4,4,H/M,Right,"1,983",1,4,37,2852,8,13.023432699032128,6,7.668637396767735,120,85,1,0,3,9.216978487558665,22.409113943576813,11.923517782241106
48,857,Keylor Navas,Paris Saint-Germain,FRA 1,gold,87,GK,90,81,75,90,54,82,1,3,M/M,Right,962,0,5,21,1890,0,0.0,0,0.0,0,0,0,0,0,0.0,6.878719046711922,6.878719046711922
49,858,Thiago,Bayern München,GER 1,gold,87,CM,69,74,85,90,69,63,5,3,M/M,Right,"2,161",1,4,24,1773,3,2.582845034077764,0,1.0969485584646463,18,20,7,0,3,2.582845034077764,19.607242949306965,16.87200704962015
50,859,Jordi Alba,FC Barcelona,ESP 1,gold,87,LB,90,69,81,83,79,73,3,3,H/M,Left,"2,187",0,4,27,2182,2,1.4796107355505228,5,4.905496764928103,7,30,7,0,2,1.4796107355505228,16.453443191945553,13.488621892407537
51,860,Toby Alderweireld,Tottenham Hotspur,ENG 1,gold,87,CB,64,55,72,67,88,79,2,3,M/M,Right,"1,971",0,1,33,2959,2,0.4555981745943427,2,1.22739436943084,15,11,7,0,2,0.4555981745943427,8.160165440291166,7.05638075619936
52,861,Mats Hummels,Borussia Dortmund,GER 1,gold,87,CB,51,58,76,73,89,76,3,3,H/M,Right,"1,978",1,5,31,2588,1,1.4859938994050026,3,2.1143416184932,22,9,6,1,1,1.4859938994050026,15.734790805727243,14.866954524070024
53,862,Dries Mertens,Napoli,ITA 1,gold,87,CF,88,83,80,90,35,53,4,4,H/L,Right,"2,003",0,7,31,1688,9,6.454391887411475,7,5.916117689572275,75,53,5,0,9,6.454391887411475,14.290884343907235,4.190691677853465
54,863,Jan Vertonghen,Tottenham Hotspur,ENG 1,gold,87,CB,63,63,74,73,87,79,3,3,H/H,Left,"2,039",0,3,23,1651,1,0.637748884037137,1,1.017921805381775,4,3,2,0,1,0.637748884037137,4.369382696226239,3.7159959319978952
55,864,Karim Benzema,Real Madrid,ESP 1,gold,87,CF,76,82,80,86,39,77,4,4,M/L,Right,"2,039",1,8,37,3176,21,21.25092190504074,8,8.153260290622711,124,59,0,0,16,17.534661665558815,31.533140420913696,10.8458740292117
56,865,Thiago Silva,Paris Saint-Germain,FRA 1,gold,87,CB,62,54,72,73,87,78,2,3,M/H,Right,"2,006",1,7,21,1586,0,0.2227809401229024,0,0.0,6,0,1,0,0,0.2227809401229024,14.536137502640486,14.536137502640486
57,866,Fernandinho,Manchester City,ENG 1,gold,87,CDM,66,74,79,79,84,79,3,4,M/H,Right,"2,146",1,2,30,2401,0,0.7617592215538025,1,0.4479127041995525,16,8,7,2,0,0.7617592215538025,16.461858492344618,16.192975889891386
58,996,Lucas Torreira,Arsenal,ENG 1,europalive,86,CDM,79,74,82,84,85,79,3,3,M/H,Right,"2,217",0,0,29,1496,1,1.4572487138211727,1,0.8258079728111625,21,13,7,0,1,1.4572487138211727,6.481219805777073,4.913524672389031
59,1000,Gelson Martins,AS Monaco,FRA 1,seasonreward,86,RM,97,80,78,89,50,65,5,3,H/M,Right,"2,093",0,0,21,1692,4,4.7354018650949,1,3.682581603527069,28,27,3,1,4,4.7354018650949,11.692911513149738,5.248751979321241
60,1046,Milan Skriniar,Inter,ITA 1,gold,86,CB,69,41,59,66,87,82,2,4,M/H,Right,"1,762",0,2,32,2622,0,0.5902850423008204,0,0.5716068157926202,13,9,7,1,0,0.5902850423008204,10.21226805076003,9.635716892778872
61,1047,Leroy Sane,Manchester City,ENG 1,gold,86,LW,95,81,79,86,38,70,4,3,H/M,Left,"2,051",0,5,1,6,0,0.0981592610478401,0,0.0,2,0,0,0,0,0.0981592610478401,0.1721694022417068,0.1210349798202514
62,1048,Joshua Kimmich,Bayern München,GER 1,gold,86,RB,72,69,86,84,79,78,3,4,H/L,Right,"2,181",1,7,33,2827,3,1.0296558737754822,8,8.446620444767177,25,77,7,0,3,1.0296558737754822,30.93662699311972,28.05885174125433
63,1049,Marquinhos,Paris Saint-Germain,FRA 1,gold,86,CB,74,41,73,71,86,77,3,3,M/H,Right,"1,916",1,5,19,1467,3,2.366497043520212,1,0.8282585442066193,11,4,1,0,3,2.366497043520212,15.953264771029351,15.515490232035518
64,1050,Samuel Umtiti,FC Barcelona,ESP 1,gold,86,CB,69,63,69,70,86,82,2,3,M/H,Left,"2,033",0,3,13,943,0,0.0,0,0.0,0,0,6,0,0,0.0,3.962973471730948,3.962973471730948
65,1051,Roberto Firmino,Liverpool,ENG 1,gold,86,CF,77,82,80,87,61,78,5,4,H/H,Right,"2,143",0,8,38,3035,9,16.686229031533003,8,7.346656003966927,98,52,0,0,9,16.686229031533003,28.271100923419,9.463312279433012
66,1052,Isco,Real Madrid,ESP 1,gold,86,CAM,71,77,83,90,59,60,4,3,M/L,Right,"2,054",0,4,23,1185,1,2.3804168067872524,2,2.241395067423582,23,23,2,0,1,2.3804168067872524,7.431224392727017,4.88537391833961
67,1053,Alexandre Lacazette,Arsenal,ENG 1,gold,86,ST,82,85,75,86,40,74,4,4,H/H,Right,"2,057",0,1,30,1890,10,8.66464820317924,4,3.342290915548801,52,24,8,0,10,8.66464820317924,12.06130165234208,2.5056346226483583
68,1054,Ciro Immobile,Lazio,ITA 1,gold,86,ST,80,85,63,81,39,76,3,4,H/M,Right,"1,947",1,8,37,3179,36,28.108761623501778,9,5.732696507126093,142,59,8,0,22,16.689359106123447,23.45813579857349,3.739929193630815
69,1055,Thomas Muller,Bayern München,GER 1,gold,86,CAM,72,83,79,78,55,71,3,4,H/H,Right,"2,052",1,4,33,2258,8,8.57540326192975,20,15.506239458918571,53,83,5,0,8,8.57540326192975,36.35652819275856,18.29204211384058
70,1056,Parejo,Valencia CF,ESP 1,gold,86,CM,41,80,88,79,70,69,3,4,M/M,Right,"2,065",1,5,35,3049,8,6.132803933694959,3,4.405116523616016,34,57,4,1,3,1.673266151919961,11.47132785525173,10.588568963110449
71,1057,Coutinho,Bayern München,GER 1,gold,86,LW,79,80,84,90,52,64,5,4,H/M,Right,"2,101",1,6,23,1420,8,9.068953488022087,6,4.277329549193382,58,30,0,0,7,8.311176840215921,19.347122699022293,8.967301046475768
72,1058,Wojciech Szczesny,Juventus,ITA 1,gold,86,GK,85,82,73,88,49,86,1,3,M/M,Right,901,1,3,29,2594,0,0.0,0,0.0,0,0,1,0,0,0.0,3.668329424224794,3.668329424224794
73,1059,Leonardo Bonucci,Juventus,ITA 1,gold,86,CB,58,58,69,71,87,79,2,4,L/H,Right,"1,956",0,3,35,3091,3,4.169219736941159,0,0.5999917006120086,23,11,9,0,3,4.169219736941159,12.23824667185545,11.824288621544838
74,1060,Miralem Pjanic,Juventus,ITA 1,gold,86,CM,68,68,87,85,75,67,3,4,M/M,Right,"2,142",0,2,30,2312,3,0.8936703726649284,6,3.371401778422296,21,56,10,0,3,0.8936703726649284,13.517626375891268,12.05568116530776
75,1061,Ivan Rakitic,FC Barcelona,ESP 1,gold,86,CM,62,81,86,81,74,70,3,4,M/M,Right,"2,122",0,1,31,1576,1,2.2783848429098725,3,1.447046434506774,24,18,5,0,1,2.2783848429098725,11.641495594754817,8.770491702482104
76,1062,Marco Verratti,Paris Saint-Germain,FRA 1,gold,86,CM,65,60,84,90,79,66,4,4,M/H,Right,"2,095",1,4,20,1483,0,0.2029929161071777,5,3.5086834714747965,2,27,6,0,0,0.2029929161071777,19.04938006401062,17.73516970872879
77,1063,Angel Di Maria,Paris Saint-Germain,FRA 1,gold,86,RW,84,79,84,87,48,68,5,2,H/M,Left,"2,107",1,6,26,2016,8,8.39985447190702,14,13.9058829639107,74,77,2,0,7,6.879664236679673,29.715869516134266,13.951302543282509
78,1083,Bruno Fernandes,Manchester United,ENG 1,gold,85,CAM,77,83,87,85,65,74,4,4,H/H,Right,"2,215",0,7,14,1211,8,5.986080504953861,7,2.755000274628401,44,30,2,0,4,2.9414419010281563,8.513760548084974,4.86424545198679
79,1102,Zlatan Ibrahimovic,Milan,ITA 1,gold,85,ST,56,88,77,78,34,78,5,4,M/L,Right,"1,950",0,2,18,1371,10,11.417491994798183,5,3.829548197798431,66,26,1,0,8,9.133595488965511,14.19975252263248,5.174325179308653
80,1181,Mauro Icardi,Paris Saint-Germain,FRA 1,gold,85,ST,75,84,61,77,36,69,3,4,M/L,Right,"1,873",1,4,20,1263,12,11.45686367712915,2,2.1562581434845924,36,11,0,0,12,11.45686367712915,17.381130147725344,4.947348017245531
81,1185,Iago Aspas,RC Celta de Vigo,ESP 1,gold,85,ST,78,84,77,85,35,64,3,3,H/H,Left,"1,988",0,3,37,3283,14,14.935345904901624,3,4.86539494805038,84,57,9,0,9,9.732402561232448,16.321945482864976,6.6322398614138365
82,1186,Matthijs de Ligt,Juventus,ITA 1,gold,85,CB,67,58,66,69,83,84,2,4,M/H,Right,"1,906",0,7,29,2454,4,3.013757617212832,0,0.2069002985954284,18,3,5,0,4,3.013757617212832,9.59053668845445,9.460283008404076
83,1187,Rodri,Manchester City,ENG 1,gold,85,CDM,67,68,77,78,82,80,3,4,M/H,Right,"2,052",0,3,35,2488,3,0.7440791316330433,2,2.9102930314838886,24,33,8,0,3,0.7440791316330433,22.69725015386939,21.217174431309104
84,1188,Gianluigi Donnarumma,Milan,ITA 1,gold,85,GK,90,80,74,90,49,80,1,3,M/M,Right,911,0,3,36,3204,0,0.0,0,0.0,0,0,3,0,0,0.0,5.801323661580682,5.801323661580682
85,1189,Frenkie de Jong,FC Barcelona,ESP 1,gold,85,CM,79,64,84,88,76,76,4,3,M/H,Right,"2,126",1,7,29,2126,2,1.2823953814804554,2,2.7863541338592768,4,25,1,1,2,1.2823953814804554,13.43393566645682,10.860540313646196
86,1190,Sergej Milinkovic-Savic,Lazio,ITA 1,gold,85,CM,67,79,80,82,77,84,4,4,H/M,Right,"2,153",1,4,37,3038,7,5.316488530486822,4,4.621505653485656,87,47,9,0,7,5.316488530486822,15.961729714646935,9.449186723679304
87,1191,Clement Lenglet,FC Barcelona,ESP 1,gold,85,CB,75,45,68,66,86,80,2,4,M/H,Left,"1,886",0,4,28,2437,2,0.7666296549141407,1,0.493120402097702,10,6,7,2,2,0.7666296549141407,12.80369727127254,12.634091509506106
88,1192,Jose Maria Gimenez,Atlético de Madrid,ESP 1,gold,85,CB,69,45,52,56,86,82,2,3,M/H,Right,"1,709",0,3,21,1748,0,0.5511407889425755,0,0.0,11,0,2,0,0,0.5511407889425755,4.906858971342444,4.906858971342444
89,1193,Andrew Robertson,Liverpool,ENG 1,gold,85,LB,85,62,77,79,80,75,3,2,H/H,Left,"2,037",1,6,36,3114,2,1.81459292024374,12,7.897493235766888,22,60,2,0,2,1.81459292024374,20.395998314023014,15.312657188624144
90,1194,Niklas Sule,Bayern München,GER 1,gold,85,CB,72,42,55,51,86,82,2,3,M/M,Right,"1,636",0,1,8,641,0,0.5809368826448917,1,0.5250385999679565,6,2,1,0,0,0.5809368826448917,3.622496539726853,3.5202953163534403
91,1195,Fabinho,Liverpool,ENG 1,gold,85,CDM,68,69,78,77,85,83,3,2,M/H,Right,"2,116",0,4,28,2063,2,0.3081015255302191,3,1.6751401172950864,12,19,6,0,2,0.3081015255302191,11.502576902508736,10.285107895731926
92,1196,Carvajal,Real Madrid,ESP 1,gold,85,RB,81,47,78,81,82,80,3,3,H/H,Right,"2,034",1,4,31,2745,1,2.795821559615433,5,5.442447431385517,20,41,11,0,1,2.795821559615433,18.386897683143616,14.07742754369974
93,1197,Raphael Varane,Real Madrid,ESP 1,gold,85,CB,83,45,62,64,85,80,2,3,M/H,Right,"1,836",1,5,32,2822,2,1.1810314022004604,1,0.3394593857228756,11,6,2,0,2,1.1810314022004604,10.079459117725492,9.584368215873836
94,1199,Allan,Napoli,ITA 1,gold,85,CM,75,71,78,84,85,84,4,3,M/H,Right,"2,150",0,5,23,1287,2,0.5716986190527678,1,1.0476274210959673,12,15,3,0,2,0.5716986190527678,3.854248896241188,2.7757141292095184
95,1200,Anthony Lopes,Olympique Lyonnais,FRA 1,gold,85,GK,87,80,75,89,63,84,1,2,M/M,Left,981,0,1,26,2340,0,0.0,0,0.1744720637798309,0,1,1,0,0,0.0,2.683732154779136,2.5092600947245955
96,1201,James Rodriguez,Real Madrid,ESP 1,gold,85,CAM,55,86,87,86,50,63,4,2,M/M,Left,"2,047",0,4,8,418,1,1.2141346912831068,1,2.145772062242031,9,14,1,0,1,1.2141346912831068,4.867493261583149,2.4955036593601108
97,1202,David Alaba,Bayern München,GER 1,gold,85,LB,83,73,81,80,80,76,3,4,M/M,Left,"2,207",0,4,28,2501,1,0.8317732717841864,1,2.056087825447321,19,19,0,0,1,0.8317732717841864,20.727593690156937,18.932092018425465
98,1203,Neto,FC Barcelona,ESP 1,gold,85,GK,86,81,79,82,54,82,1,2,M/M,Right,934,0,1,2,180,0,0.0,0,0.0,0,0,0,0,0,0.0,0.7796769440174103,0.7796769440174103
99,1204,Koke,Atlético de Madrid,ESP 1,gold,85,RM,68,75,86,82,74,79,3,4,H/H,Right,"2,149",0,2,32,2704,4,2.637333853170276,5,5.550812588073313,23,57,5,0,4,2.637333853170276,16.16559617780149,11.43682879023254
100,1205,Kostas Manolas,Napoli,ITA 1,gold,85,CB,82,25,42,62,86,81,2,2,L/H,Right,"1,602",1,4,26,2182,4,2.242912692949176,0,0.0481373192742466,17,2,2,0,4,2.242912692949176,7.329251889139414,7.267790023237467
101,1206,Romelu Lukaku,Inter,ITA 1,gold,85,ST,75,82,73,72,35,84,3,4,M/M,Left,"1,916",1,8,36,2985,23,20.79433214850724,2,5.124768648296595,99,53,2,0,17,16.226579116657376,23.886098654940724,5.316864665597677
102,1207,Alex Sandro,Juventus,ITA 1,gold,85,LB,83,65,77,80,82,82,3,3,H/M,Left,"2,151",0,3,29,2385,1,0.676587637513876,3,2.541168482042849,16,34,4,0,1,0.676587637513876,11.940180477686226,10.26393324136734
103,1208,Roman Burki,Borussia Dortmund,GER 1,gold,85,GK,86,80,74,89,48,83,1,2,M/M,Right,883,0,1,31,2773,0,0.0,0,0.0,0,0,0,0,0,0.0,5.155806414783001,5.155806414783001
104,1209,Peter Gulacsi,RB Leipzig,GER 1,gold,85,GK,84,86,81,86,43,84,1,2,M/M,Right,881,1,3,32,2880,0,0.0,1,0.3064655028283596,0,2,0,0,0,0.0,6.4977756179869175,6.191310111433268
105,1210,Axel Witsel,Borussia Dortmund,GER 1,gold,85,CDM,73,74,80,80,83,81,4,4,M/H,Right,"2,175",0,3,28,2240,4,2.6238242657855158,5,3.982813600450754,31,15,4,0,4,2.6238242657855158,13.796579726040363,9.6489713890478
106,1211,Marcelo,Real Madrid,ESP 1,gold,85,LB,81,74,83,89,77,79,5,4,H/L,Left,"2,214",0,5,15,1303,1,0.5286952452734113,2,1.7676767650991678,17,26,2,0,1,0.5286952452734113,8.437043737620115,7.109505869448185
107,1212,Gareth Bale,Real Madrid,ESP 1,gold,85,RW,91,87,82,82,58,76,4,3,M/M,Left,"2,195",0,5,16,1099,2,4.050731617957354,2,1.5648096445947886,34,12,2,1,2,4.050731617957354,8.203880578279495,3.1363065084442496
108,1213,Blaise Matuidi,Juventus,ITA 1,gold,85,CDM,75,66,76,78,83,81,2,2,M/H,Left,"2,119",0,3,35,2217,0,0.7748191673308611,2,1.890541726723313,14,19,2,0,0,0.7748191673308611,10.156897865235806,8.260040739551187
109,1214,Gonzalo Higuain,Juventus,ITA 1,gold,85,ST,63,85,71,80,31,71,3,4,H/M,Right,"1,877",0,2,32,1866,8,10.087240062654018,4,4.924904210492969,75,38,2,0,8,10.087240062654018,15.302680507302284,3.56963961571455
