,id,Player,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,Team,npg,npxG,xGChain,xGBuildup,League
19,2275,Angel Correa,38,2437,9,8.862265719100833,8,7.427627934142947,52,39,3,0,F M S,Atletico Madrid,9,8.862265719100833,18.41517019830644,5.02103990316391,ESP 1
20,2311,Roberto Soldado,29,1452,9,5.592183081433177,0,0.5906960503198206,29,9,6,1,F S,Granada,7,4.10562782548368,4.126901041716337,0.6434644795954227,ESP 1
21,6227,Brais Mendez,34,2693,9,7.978695452213287,0,2.9397232718765736,50,19,7,0,F M S,Celta Vigo,8,7.235417816787958,16.74694762006402,9.002290634438396,ESP 1
22,1715,Alvaro Negredo,35,2247,8,6.6377250999212265,4,3.9378621838986874,47,20,3,1,F S,Cadiz,8,6.6377250999212265,9.901587273925543,1.9470294881612062,ESP 1
23,2155,Jorge Molina,33,1604,8,5.957675330340862,2,1.94753972068429,24,20,3,0,F M S,Granada,8,5.214397720992565,8.624797951430082,2.0131927356123924,ESP 1
24,2571,Sergio Canales,31,2509,8,5.70878504216671,6,7.230440691113472,47,60,4,0,M S,Real Betis,6,3.4790800884366035,12.321429822593927,6.18974338285625,ESP 1
25,5091,Alex Berenguer,35,2306,8,6.040033766999841,4,3.6901606116443872,48,38,4,0,M S,Athletic Club,8,6.040033766999841,11.995435629040003,5.322603601962328,ESP 1
26,6118,Portu,37,2181,8,6.308117190375924,3,3.6929168589413166,31,26,3,0,F M S,Real Sociedad,8,6.308117190375924,11.851726021617651,3.552120420150459,ESP 1
27,1189,Lucas Boye,34,2728,7,6.140419887378812,2,1.1407327223569155,58,15,7,1,F M S,Elche,7,6.140419887378812,6.781892217695713,1.6058422653004527,ESP 1
28,1732,Nolito,36,2671,7,6.984140373766422,5,5.507575524970889,55,35,7,0,F M S,Celta Vigo,7,6.984140373766422,20.086192101240158,9.362481661140919,ESP 1
29,5093,Roberto Torres,35,1869,7,6.141624310985208,1,2.213895335793495,48,20,0,0,F M S,Osasuna,3,2.425236204639077,5.592688692733645,2.7781648095697165,ESP 1
30,6124,Maxi Gomez,31,2716,7,6.651546159759164,1,1.0523805301636457,54,13,5,1,F,Valencia,7,6.651546159759164,7.757834631949663,1.0385258365422487,ESP 1
31,6953,Gonzalo Melero,29,1868,7,3.866564702242613,1,1.599389766342938,28,20,4,0,F M S,Levante,7,3.866564702242613,11.250779751688242,8.103928638622165,ESP 1
32,7892,Joao Felix,31,1558,7,5.802793696522713,5,4.21087556425482,39,21,6,0,F M S,Atletico Madrid,6,4.3162384033203125,11.091048919595778,4.761937831528485,ESP 1
33,2248,Casemiro,34,2902,6,6.690094553865492,4,2.905790191143751,46,25,9,1,M S,Real Madrid,6,6.690094553865492,14.21477537881583,10.204972251318395,ESP 1
34,2272,Yannick Carrasco,30,2201,6,5.159877932630479,10,6.878621665760875,43,47,6,0,D F M S,Atletico Madrid,6,5.159877932630479,15.148709518834949,6.38334153778851,ESP 1
35,2285,Fabian Orellana,30,2168,6,5.640040501952171,2,3.3205702863633633,30,32,5,0,F M S,Real Valladolid,2,2.6670579463243484,9.327644735109061,4.786014966201037,ESP 1
36,2380,Paco Alcacer,27,1568,6,8.916551200672984,4,3.049871601164341,37,16,0,0,F S,Villarreal,5,7.429995974525809,10.210292404517531,1.4602996949106455,ESP 1
37,2399,Inaki Williams,38,2395,6,6.329020751640201,6,4.666911555454135,53,30,1,0,F M S,Athletic Club,5,5.5859995018690825,13.477160463109612,4.231267023831606,ESP 1
38,2537,Sandro Ramirez,20,1301,6,2.407218039035797,1,0.5080152004957199,31,10,2,0,F M S,SD Huesca,6,2.407218039035797,4.142117545008659,2.1513955257833004,ESP 1
39,3226,Ousmane Dembele,30,1774,6,6.025543246418238,3,4.507527407258749,55,39,2,0,F M S,Barcelona,6,6.025543246418238,14.291339632123709,6.59626080468297,ESP 1
40,4146,Fidel,30,2410,6,4.1516387816518545,3,4.9178512413054705,18,46,8,0,D M S,Elche,4,1.9218059536069632,8.180570665746927,3.2291112737730145,ESP 1
41,8761,Shon Weissman,32,2133,6,5.85554763674736,1,2.609985066577792,39,19,3,0,F S,Real Valladolid,6,5.85554763674736,9.493848949670792,2.4393475372344255,ESP 1
42,1109,Lucas Ocampos,34,2658,5,10.77704114280641,4,6.153059674426913,69,33,3,0,F M S,Sevilla,1,7.060653023421764,14.068594375625253,5.127791902050376,ESP 1
43,1125,Carlos Bacca,23,778,5,3.80711030587554,0,1.2340890057384968,20,5,1,0,F S,Villarreal,5,3.80711030587554,5.4154343623667955,1.0288300830870867,ESP 1
44,1421,Cristian Tello,29,1264,5,2.5842966493219137,3,2.1894052550196648,35,20,0,1,F M S,Real Betis,5,2.5842966493219137,6.694114577025175,2.2402546433731914,ESP 1
45,1672,Jonathan Calleri,25,1560,5,5.4509254433214664,2,0.7859496530145407,48,10,4,0,F S,Osasuna,5,5.4509254433214664,7.066380463540554,2.000844292342663,ESP 1
46,2088,Edgar Mendez,33,2123,5,4.710319010540843,1,1.2903573531657457,35,18,10,1,D F M S,Alaves,5,4.710319010540843,6.578390836715698,0.7753665316849947,ESP 1
47,2117,Marco Asensio,35,1886,5,4.134686402976513,2,3.1871785782277584,39,33,1,0,F M S,Real Madrid,5,4.134686402976513,11.458259761333466,6.09736880287528,ESP 1
48,2250,Luka Modric,35,2748,5,2.58304457180202,3,4.628771437332034,45,50,4,0,M S,Real Madrid,5,2.58304457180202,16.791399884968996,13.601850286126137,ESP 1
49,2400,Raul Garcia,34,1742,5,5.920133876614273,1,1.0179605837911367,47,15,6,2,F M S,Athletic Club,3,3.6903010150417686,6.893061092123389,2.9425088241696358,ESP 1
50,2401,Muniain,28,1970,5,5.352325960993767,3,3.481782236136496,23,35,1,0,M S,Athletic Club,5,5.352325960993767,10.856551326811314,6.731139745563269,ESP 1
51,3667,Nabil Fekir,33,2660,5,7.137759692966938,5,5.156042596325278,86,52,5,1,F M,Real Betis,4,4.908183187246323,13.082486968487501,6.098537897691131,ESP 1
52,4136,Angel,33,1350,5,6.360525267198682,0,0.6912348493933678,38,6,4,0,F S,Getafe,4,4.874097941443324,5.439951604232192,1.5742074083536863,ESP 1
53,5682,Goncalo Guedes,31,2310,5,3.051467213779688,5,4.022437751293182,51,34,3,1,F M S,Valencia,5,3.051467213779688,9.700763842090964,4.904530845582485,ESP 1
54,6921,Oscar Plano,36,2545,5,4.240311577916145,5,1.6651700474321842,40,25,1,1,F M S,Real Valladolid,5,4.240311577916145,7.2590780961327255,2.6487228074111044,ESP 1
55,7009,Jaime Mata,33,2050,5,7.800480900332332,0,1.3467824310064316,40,16,9,1,F S,Getafe,4,6.314053563401103,7.969261547550559,2.9682467356324196,ESP 1
56,7834,Manu Vallejo,30,914,5,3.7262559812515974,0,0.6798150036484003,19,7,2,0,F M S,Valencia,5,3.7262559812515974,5.246969671919942,1.9919272689148784,ESP 1
57,8978,Luis Suarez,27,1666,5,5.40224494645372,1,1.2956762546673417,47,13,6,0,F M S,Granada,5,5.40224494645372,8.018182641360909,1.8403113074600697,ESP 1
58,323,Adnan Januzaj,27,1011,4,5.249632690101862,4,4.49297902174294,32,23,2,0,F M S,Real Sociedad,1,3.0197998005896807,8.39149073138833,4.011589180678129,ESP 1
59,493,Gabriel,31,2716,4,0.936369433067739,1,0.6080159973353148,15,6,6,0,D,Valencia,4,0.936369433067739,7.349919356405735,6.737141711637378,ESP 1
60,689,Kenedy,28,1494,4,2.000488879159093,3,3.7075771372765303,37,18,3,0,D F M S,Granada,4,2.000488879159093,4.927282754331827,1.6200027000159025,ESP 1
61,1700,Lucas Perez,28,1775,4,6.129886442795396,4,3.9777250476181507,32,52,1,0,F S,Alaves,1,3.156903827562928,6.129666663706303,1.7145645469427109,ESP 1
62,2094,Ivan Rakitic,37,2245,4,4.980025717057288,2,1.4655548874288797,40,25,4,0,M S,Sevilla,2,3.493855898268521,10.217088621109724,6.6888968497514725,ESP 1
63,2106,Munir,24,831,4,4.333985504694283,2,1.4200245719403028,31,11,2,0,F M S,Sevilla,4,4.333985504694283,5.490803187713027,2.063790298998356,ESP 1
64,2198,Moi Gomez,35,2586,4,4.155802089720964,0,2.769770570099354,23,31,1,0,F M S,Villarreal,3,3.4125244803726673,11.581362672150135,7.485220905393362,ESP 1
65,2284,Daniel Wass,35,3008,4,3.099039194174111,1,1.7630196055397391,38,39,8,0,D M,Valencia,3,2.3557615699246526,8.842152688652277,5.889807665720582,ESP 1
66,2442,Kevin Gameiro,27,1043,4,3.7358588501811028,1,0.592941589653492,16,4,0,0,F S,Valencia,4,3.7358588501811028,5.390490495599806,1.121636620722711,ESP 1
67,4175,Pere Milla,32,1996,4,5.484167602844536,3,2.3261348521336913,30,15,6,0,F M S,Elche,4,5.484167602844536,7.690218085423112,1.9757407801225781,ESP 1
68,4177,Alex Fernandez,25,1952,4,3.080812092870474,1,1.2988567240536213,10,23,1,0,F M S,Cadiz,2,1.5942568741738796,4.330082469619811,2.5717755183577538,ESP 1
69,4226,Darwin Machis,32,2027,4,5.512033961713314,5,5.121577822603285,47,25,1,0,F M S,Granada,4,4.769141785800457,9.677413905970752,2.1357075832784176,ESP 1
70,5173,Asier Villalibre,35,1577,4,4.4992377907037735,2,2.333949765190482,38,13,1,0,F S,Athletic Club,4,4.4992377907037735,7.427021412178874,2.4166849311441183,ESP 1
71,6219,Enes Unal,28,1325,4,4.259309806860983,2,1.8574977330863476,38,14,4,0,F S,Getafe,3,3.5160321975126863,5.06579009629786,2.0661926586180925,ESP 1
72,7208,Samuel Chukwueze,28,1344,4,3.201689939945936,2,2.568546211346984,31,28,0,0,F M S,Villarreal,4,3.201689939945936,8.289493445307016,3.2520154416561127,ESP 1
73,7338,Bryan Gil Salvatierra,29,2293,4,3.616387326270342,3,4.628236144781113,39,51,6,0,F M S,Eibar,4,3.616387326270342,10.84937446564436,5.392701797187328,ESP 1
74,7870,Luis Rioja,35,2117,4,3.6851239623501897,2,1.8853965066373348,24,25,4,0,D F M S,Alaves,4,3.6851239623501897,8.855693792924285,4.0506803672760725,ESP 1
75,7887,Luuk de Jong,34,1256,4,5.085692036896944,0,1.0592112392187119,32,11,3,0,F S,Sevilla,4,5.085692036896944,8.137723252177238,3.1685865335166454,ESP 1
76,7967,Anssumane Fati,7,448,4,1.8612753134220839,0,2.0434142164885998,14,9,1,0,F M S,Barcelona,4,1.8612753134220839,4.661484559997916,1.8872102722525597,ESP 1
77,8107,Jorge De Frutos,37,2186,4,3.8012582026422024,9,4.080366284586489,26,42,3,0,D M S,Levante,4,3.8012582026422024,11.209641821682453,5.312310367822647,ESP 1
78,8893,Josan,33,1952,4,1.2704248409718275,2,1.1327982600778341,15,15,3,0,D M S,Elche,4,1.2704248409718275,3.3190368320792913,1.3465603655204177,ESP 1
79,8933,Marcos de Sousa,23,1159,4,4.399272106587887,1,0.4435676150023937,32,6,3,0,F S,Real Valladolid,4,4.399272106587887,5.927022900432348,2.6403188314288855,ESP 1
80,615,Fernando,31,2545,3,1.3993400521576405,4,3.3582388069480658,6,19,6,0,M S,Sevilla,3,1.3993400521576405,11.564917797222733,8.876793501898646,ESP 1
81,1129,Suso,34,2260,3,2.0992164136841893,4,5.046659031882882,48,44,2,0,F M S,Sevilla,3,2.0992164136841893,13.00630671903491,8.380904817953706,ESP 1
82,1491,Alejandro Gomez,18,916,3,0.7959604691714048,1,1.2385482396930456,18,17,0,0,F M S,Sevilla,3,0.7959604691714048,4.175674824044108,2.6859776247292757,ESP 1
83,2093,Jordi Alba,35,3034,3,2.6007734797894955,5,8.494133312255144,27,52,9,0,D M S,Barcelona,3,2.6007734797894955,25.332843109965324,19.629056207835674,ESP 1
84,2135,Sergi Enrich,27,1388,3,7.194984890520573,0,0.8290907265618443,45,16,1,0,F S,Eibar,3,6.4517072811722755,9.142759907059371,3.76265175268054,ESP 1
85,2183,Ruben Garcia,37,2762,3,2.551162333227694,5,5.708183302544057,30,53,2,0,D F M S,Osasuna,2,1.8078847052529454,9.072718968614936,5.439357024617493,ESP 1
86,2193,Cala,28,2282,3,1.8361003883183002,0,0.17642300575971603,15,3,8,0,D S,Cadiz,3,1.8361003883183002,2.0847684163600206,1.9445221032947302,ESP 1
87,2217,Antonio Sanabria,16,938,3,4.9133326560258865,0,0.08844873309135437,25,3,2,0,F S,Real Betis,3,4.9133326560258865,6.0364472679793835,1.7683240734040737,ESP 1
88,2281,Hugo Mallo,31,2608,3,2.521753185428679,1,3.277606777846813,20,17,8,0,D S,Celta Vigo,3,2.521753185428679,12.901030025444925,8.203485634177923,ESP 1
89,2361,Willian Jose,13,685,3,3.3955242298543453,1,1.1648859921842813,14,7,0,0,F S,Real Sociedad,3,2.652246605604887,3.843892915174365,0.9439869411289692,ESP 1
90,2369,Toni Kroos,28,2116,3,2.3111512660980225,9,7.467139100655913,34,66,6,0,M S,Real Madrid,3,2.3111512660980225,12.488787770271301,8.931070042774081,ESP 1
91,2378,Daniel Parejo,36,3135,3,1.448948185890913,5,5.407745220698416,27,44,4,0,M,Villarreal,3,1.448948185890913,19.97213039174676,17.08387206122279,ESP 1
92,3237,Aissa Mandi,28,2399,3,2.4947017272934318,1,1.0246026366949081,8,4,4,2,D S,Real Betis,3,2.4947017272934318,3.8862496111541986,3.8397102300077677,ESP 1
93,3264,Mauro Arambarri,34,2993,3,1.9915952812880278,0,2.036095192655921,46,21,11,0,M S,Getafe,3,1.9915952812880278,4.877122798934579,3.3113548401743174,ESP 1
94,3424,Guido Carrillo,21,1002,3,2.393233250826597,2,0.9633858501911163,26,8,3,0,F S,Elche,3,2.393233250826597,4.076357174664736,1.1344722621142864,ESP 1
95,4091,Unai Lopez,26,1427,3,1.1620596628636122,0,1.5720133557915688,25,18,7,0,M S,Athletic Club,3,1.1620596628636122,6.487462447956204,4.591992205008864,ESP 1
96,6241,Federico Valverde,24,1345,3,2.5880898106843233,1,3.192028494551778,21,22,0,0,F M S,Real Madrid,3,2.5880898106843233,10.64665836840868,6.482272490859032,ESP 1
97,6533,Anthony Lozano,29,1540,3,5.770186280831695,1,1.1248032301664352,35,11,5,0,F M S,Cadiz,3,5.770186280831695,5.9024671502411366,0.35721542593091726,ESP 1
98,6931,Fran Beltran,32,1385,3,1.4918140415102243,0,0.43404033593833447,19,4,3,0,M S,Celta Vigo,3,1.4918140415102243,6.121933002024889,4.400579277426004,ESP 1
99,7008,Vinicius Junior,35,1972,3,6.8224650882184505,3,5.29696206189692,40,33,3,0,F M S,Real Madrid,3,6.8224650882184505,14.869074881076813,4.587909733410925,ESP 1
100,7134,Marc Cucurella,37,3255,3,2.204235205426812,2,3.601431804243475,25,40,8,0,D M,Getafe,3,2.204235205426812,9.517050175461918,5.000347355846316,ESP 1
101,7195,Roberto Lopez,17,490,3,0.603907760232687,0,0.8122058873996139,14,7,0,0,M S,Real Sociedad,3,0.603907760232687,1.3193899160251021,0.17437073402106762,ESP 1
102,7308,Ander Barrenetxea,31,1296,3,2.1203229781240225,0,1.6225328762084246,23,15,7,0,F M S,Real Sociedad,3,2.1203229781240225,5.189072525128722,2.059655126184225,ESP 1
103,7350,Yangel Herrera,32,2311,3,3.558775417506695,1,0.8019422739744186,33,11,7,0,M S,Granada,3,3.558775417506695,5.83989354968071,3.980038912035525,ESP 1
104,7781,Frenkie de Jong,37,3159,3,5.62552628852427,4,5.812739137560129,17,49,5,0,D M S,Barcelona,3,5.62552628852427,30.502008125185966,23.308998830616474,ESP 1
105,7861,German Sanchez,34,2629,3,2.571049701422453,1,0.1709202229976654,13,2,11,1,D S,Granada,3,2.571049701422453,1.3669961751438677,1.2665295735932887,ESP 1
106,7863,Antonio Puertas,35,2157,3,3.4735322277992964,5,1.94445448089391,26,17,6,0,D F M S,Granada,3,3.4735322277992964,4.878871433436871,1.2824975214898586,ESP 1
107,8135,Esteban Burgos,14,1120,3,3.40007621049881,1,0.7757120877504349,6,2,5,0,D S,Eibar,1,1.1703712344169617,0.7230872195214033,0.6230287682265043,ESP 1
108,8271,Fernando Nino,17,598,3,4.1013267152011395,0,0.21315686590969563,14,4,1,0,F S,Villarreal,3,4.1013267152011395,5.051370367407799,1.3889987021684647,ESP 1
109,8894,Raul Guti,36,2886,3,1.6023123674094677,1,0.6701723448932171,27,7,4,1,M S,Elche,3,1.6023123674094677,5.568858538754284,3.922895235940814,ESP 1
110,8934,Trincao,28,636,3,3.1336182076483965,2,0.4820680767297745,23,8,1,0,F S,Barcelona,3,3.1336182076483965,7.916592514142394,5.309825737029314,ESP 1
111,8935,Pedri,37,2441,3,5.033267104998231,3,3.6425964133813977,25,39,2,0,M S,Barcelona,3,5.033267104998231,24.721761425957084,18.65078419074416,ESP 1
112,9024,Yeremi Pino,24,763,3,0.996430579572916,1,1.5216479878872633,13,10,4,0,F M S,Villarreal,3,0.996430579572916,3.9521272145211697,1.9021072760224342,ESP 1
113,488,Philippe Coutinho,12,667,2,4.289968743920326,2,0.6798079796135426,28,6,0,0,M S,Barcelona,2,4.289968743920326,6.786099050194025,2.1879827231168747,ESP 1
114,617,David Silva,21,1411,2,2.6688192784786224,5,3.375395495444536,20,28,4,0,F M S,Real Sociedad,2,2.6688192784786224,11.578267585486174,7.4503892082720995,ESP 1
115,701,Eden Hazard,14,530,2,1.3354718387126923,2,0.7423764280974865,9,6,0,0,F M S,Real Madrid,2,1.3354718387126923,2.6636570151895285,1.0267674885690212,ESP 1
116,802,Diego Costa,7,203,2,1.4960710853338242,0,0.510643633082509,5,4,1,0,F S,Atletico Madrid,1,0.752793475985527,1.940761910751462,0.8022364638745785,ESP 1
117,897,Juanmi,16,600,2,3.075911670923233,0,0.04561481345444918,14,2,1,0,F M S,Real Betis,2,3.075911670923233,2.5993003509938717,0.8825418101623654,ESP 1
118,1508,Jeison Murillo,31,2708,2,0.6966192908585072,0,0.18675044924020767,9,3,9,1,D,Celta Vigo,2,0.6966192908585072,6.744755409657955,6.672540612518787,ESP 1
119,2125,Ander Capa,28,2145,2,1.1231351252645254,1,1.305516954511404,12,16,5,0,D S,Athletic Club,2,1.1231351252645254,5.133365927264094,3.6136697959154844,ESP 1
120,2148,Joaquin,27,1310,2,0.5915279816836119,5,2.578598689287901,10,31,2,0,F M S,Real Betis,2,0.5915279816836119,4.876311080530286,3.305245271883905,ESP 1
121,2245,Raphael Varane,31,2718,2,2.7280360516160727,0,0.17037670081481338,18,4,2,0,D,Real Madrid,2,2.7280360516160727,9.330381464213133,9.13758784160018,ESP 1
122,2246,Sergio Ramos,15,1280,2,3.950980367138982,0,0.40444812178611755,17,4,3,0,D,Real Madrid,0,2.4644251484423876,9.060215685516596,7.216650228947401,ESP 1
123,2253,Lucas Vazquez,24,1860,2,1.994531499221921,5,4.362610215321183,21,44,3,0,D F M S,Real Madrid,2,1.994531499221921,11.267124086618423,7.678971312940121,ESP 1
124,2266,Saul Niguez,33,2041,2,3.293139886111021,1,1.451184168457985,33,23,9,0,D M S,Atletico Madrid,2,2.549862217158079,10.205702787265182,8.078165797516704,ESP 1
125,2298,Victor Ruiz,27,2148,2,1.5286889113485813,0,0.048084504902362823,4,2,9,0,D S,Real Betis,2,1.5286889113485813,4.940835932269692,4.901780540123582,ESP 1
126,2418,Alvaro Odriozola,13,828,2,0.7099926024675369,0,0.5722822938114405,3,8,0,0,D S,Real Madrid,2,0.7099926024675369,1.990435216575861,1.0014236755669117,ESP 1
127,2578,Javi Ontiveros,20,905,2,1.8236588155850768,1,1.9511127173900604,36,17,5,0,F M S,SD Huesca,1,1.0803811689838767,3.486597156152129,1.5327436132356524,ESP 1
128,2597,Dani Calvo,23,1771,2,1.3004466630518436,0,0,8,0,3,0,D S,Elche,2,1.3004466630518436,0.2854109797626734,0.2854109797626734,ESP 1
129,3211,Martin Braithwaite,29,1142,2,5.995564077980816,2,2.5114806070923805,23,12,3,0,F M S,Barcelona,2,5.252286438830197,10.104662904515862,3.1924087526276708,ESP 1
130,4142,Alvaro,11,393,2,1.4893546383827925,1,0.0978297833353281,5,2,0,0,F S,Cadiz,2,1.4893546383827925,0.7168647274374962,0.06685999780893326,ESP 1
131,4208,Michel,22,944,2,0.8477616598829627,0,0.48084569070488214,10,11,3,0,M S,Real Valladolid,2,0.8477616598829627,2.211174253374338,1.3065061774104834,ESP 1
132,5037,Darko Brasanac,16,902,2,0.9188612690195441,0,0.15154767222702503,8,5,4,0,M S,Osasuna,2,0.9188612690195441,3.674697290174663,2.6042883582413197,ESP 1
133,5058,Carles Alena,24,1421,2,1.8039602283388376,2,2.3534533958882093,31,25,2,0,F M S,Barcelona,2,1.8039602283388376,6.107900079339743,2.7208716198801994,ESP 1
134,5064,Dimitrios Siovas,36,3072,2,2.652754212729633,0,0.31317396834492683,29,6,5,0,D S,SD Huesca,2,2.652754212729633,6.359015876427293,6.1212755385786295,ESP 1
135,5095,Sergio Leon,28,716,2,2.591831613332033,0,0.30707227624952793,19,6,0,0,F S,Levante,2,2.591831613332033,4.662033738568425,1.9352456647902727,ESP 1
136,5140,Kike Barja,33,1438,2,2.1514242254197598,3,2.30077794380486,22,16,2,0,F M S,Osasuna,2,2.1514242254197598,5.8520364463329315,1.8605233691632748,ESP 1
137,5304,Mikel Merino,26,2162,2,4.324814165011048,4,3.2758500203490257,33,29,5,0,M S,Real Sociedad,2,4.324814165011048,14.379860416054726,9.199858862906694,ESP 1
138,5573,Domingos Quina,8,344,2,0.29617624543607235,0,0.147463234141469,8,5,1,0,M S,Granada,2,0.29617624543607235,0.48247934505343437,0.05319386534392834,ESP 1
139,6117,Pere Pons,22,1168,2,0.46540248300880194,0,1.1441905461251736,9,9,0,0,F M S,Alaves,2,0.46540248300880194,2.458033404313028,1.0857323044911027,ESP 1
140,6221,Pau Torres,33,2970,2,1.0819482142105699,2,0.7952973861247301,8,6,2,0,D,Villarreal,2,1.0819482142105699,11.663445765152574,11.333525346592069,ESP 1
141,6427,Aitor Ruibal,28,1617,2,2.736495343968272,2,2.0533658657222986,33,24,2,0,D M S,Real Betis,2,2.736495343968272,6.422499367967248,2.7403511740267277,ESP 1
142,6433,Jules Kounde,34,2973,2,2.1386615186929703,1,0.9389715101569891,21,9,4,0,D S,Sevilla,2,2.1386615186929703,8.625751812011003,8.34719854965806,ESP 1
143,6919,Toni Villa,21,961,2,0.7925060726702213,0,1.0350765697658062,15,13,2,0,F M S,Real Valladolid,2,0.7925060726702213,3.1563087105751038,1.861105429008603,ESP 1
144,6926,William Carvalho,27,1215,2,1.4056670311838388,0,0.5925082806497812,15,9,4,1,M S,Real Betis,2,1.4056670311838388,3.3033427577465773,2.2817584555596113,ESP 1
145,6954,Juan Camilo Hernandez,23,1479,2,2.5189570914953947,3,1.237330725416541,28,20,5,0,F M S,Getafe,2,2.5189570914953947,4.749350259080529,1.3927097767591476,ESP 1
146,6956,David Ferreiro,37,2554,2,1.74453410692513,4,5.590566927567124,26,73,5,0,F M S,SD Huesca,2,1.74453410692513,10.064326669089496,6.563426516018808,ESP 1
147,7779,Oihan Sancet,24,1031,2,2.893234821036458,2,1.2186235785484314,18,12,2,0,F M S,Athletic Club,2,2.893234821036458,4.849924040958285,0.7796505484730005,ESP 1
148,7857,Jon Moncayola,36,2660,2,1.17062326380983,0,1.0245194742456079,38,17,5,1,M S,Osasuna,2,1.17062326380983,5.869024038314819,4.47281987965107,ESP 1
149,8091,Ronald Araujo,24,1498,2,2.39434752240777,1,0.19075685366988182,12,3,3,0,D S,Barcelona,2,2.39434752240777,8.301126398146152,7.901687949895859,ESP 1
150,8727,Jon Morcillo,30,1362,2,0.986337773501873,2,2.700222348794341,24,23,3,0,M S,Athletic Club,2,0.986337773501873,3.7076038848608732,2.1382469944655895,ESP 1
151,8732,Marcos Mauro,24,1827,2,1.3827627152204514,0,0.03774956427514553,6,2,2,1,D S,Cadiz,2,1.3827627152204514,1.6627902053296566,1.5623439736664295,ESP 1
152,8735,Salvi Sanchez,28,1980,2,1.940427660010755,0,1.4382081553339958,17,18,5,0,M S,Cadiz,2,1.940427660010755,4.166219254955649,1.7495736628770828,ESP 1
153,8774,Dani Gomez,34,1671,2,3.166329177096486,2,0.7449511839076877,31,11,3,0,F S,Levante,2,3.166329177096486,4.753721002489328,2.1161340083926916,ESP 1
