,index,Player,Team,League,Version,OVR,POS,PAC,SHO,PAS,DRI,DEF,PHY,S/M,W/F,W/Rs,Foot,Stats,tots,special cards,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,npg,npxG,xGChain,xGBuildup
21,135,Bruno Fernandes,Manchester United,ENG 1,gold,88,CAM,75,86,89,84,70,77,4,3,H/H,Right,"2,278",0,1,18,1516,5,3.4035466108471155,3,4.70817678514868,39,47,5,0,5,2.6423777732998133,11.58740907907486,6.143256202340126
22,136,Luis Suarez,Atlético de Madrid,ESP 1,gold,88,ST,72,90,82,84,47,83,3,4,H/M,Right,"2,154",0,2,19,1140,7,6.860145410522819,1,1.127608004026115,30,9,5,0,6,6.116867741569877,7.865501240827143,1.84108891710639
23,137,Raheem Sterling,Manchester City,ENG 1,gold,88,LW,91,82,79,87,45,66,4,3,H/M,Right,"2,050",0,2,17,1080,7,7.789860920980573,1,2.977238528430462,34,23,0,0,5,6.267523230984807,11.338193029165268,4.70439038425684
24,138,Erling Haaland,Borussia Dortmund,GER 1,gold,88,ST,89,91,65,80,45,88,3,3,H/H,Left,"2,050",0,1,11,904,13,8.835439022630453,4,3.067877884954214,45,11,1,0,10,6.562189396470785,9.58803828433156,0.6989131309092045
25,139,Toni Kroos,Real Madrid,ESP 1,gold,88,CM,53,81,91,81,71,68,3,5,M/M,Right,"2,097",0,1,13,1112,1,1.663635790348053,3,3.2445797752588987,31,31,2,0,1,1.663635790348053,9.630401581525804,7.111264318227768
26,140,Romelu Lukaku,Chelsea,ENG 1,gold,88,ST,84,87,74,78,39,83,3,4,M/M,Left,"2,010",0,2,13,817,5,4.09465790912509,0,2.2202360071241856,22,14,0,0,5,4.09465790912509,7.701297268271446,2.825027506798506
27,185,N'Golo Kante,Chelsea,ENG 1,flashback,87,CDM,82,66,73,83,82,77,2,3,H/H,Right,"2,088",0,3,12,770,2,0.8508283514529467,1,1.0240569952875376,8,7,1,0,2,0.8508283514529467,5.300368707627058,3.4746343307197094
28,197,Ciro Immobile,Latium,ITA 1,gold,87,ST,86,87,67,81,39,77,3,4,H/M,Right,"2,018",0,2,16,1381,14,11.18331191316247,2,1.497091956436634,58,13,2,0,11,7.376817923039198,10.192860819399357,2.585032682865858
29,200,Leon Goretzka,Bayern München,GER 1,gold,87,CM,81,82,82,84,81,86,3,4,H/M,Right,"2,258",0,1,12,907,2,2.817202625796199,2,2.604088985361159,30,20,0,0,2,2.817202625796199,10.240828081965446,6.337642803788185
30,202,Sergio Aguero,FC Barcelona,ESP 1,gold,87,ST,71,89,75,87,33,69,4,4,H/M,Right,"2,009",0,0,4,148,1,1.1555328257381916,0,0.3280631303787231,6,1,0,0,1,1.1555328257381916,1.499554980546236,0.0159590113908052
31,203,Frenkie de Jong,FC Barcelona,ESP 1,gold,87,CM,81,69,85,88,77,78,4,3,H/M,Right,"2,180",0,2,16,1308,1,1.8829628266394136,2,2.1724352408200502,6,23,2,1,1,1.8829628266394136,9.747109655290842,6.558188159018755
32,205,Marquinhos,Paris Saint-Germain,FRA 1,gold,87,CB,81,53,75,74,89,81,3,3,M/H,Right,"2,027",0,3,14,1260,3,1.716219037771225,0,0.2585387071594596,9,4,2,0,3,1.716219037771225,8.182716067880392,7.015078123658896
33,206,Angel Di Maria,Paris Saint-Germain,FRA 1,gold,87,RW,83,81,86,87,48,69,5,2,H/M,Left,"2,126",0,1,13,965,3,3.7195390947163114,3,3.664205569773912,29,28,2,0,3,3.7195390947163114,9.029717091470957,3.588658168911934
34,207,Jadon Sancho,Manchester United,ENG 1,gold,87,RM,81,76,82,91,36,65,5,3,H/M,Right,"1,955",0,1,16,924,1,1.2880357056856155,0,1.3166878279298544,8,21,0,0,1,1.2880357056856155,4.7497017458081245,2.2152603790163994
35,208,Paul Pogba,Manchester United,ENG 1,gold,87,CM,71,81,86,86,65,83,5,4,H/M,Right,"2,202",0,1,9,635,0,1.5863405540585518,7,1.599287511780858,21,15,4,1,0,1.5863405540585518,3.2818631529808044,1.7539983205497265
36,209,Hugo Lloris,Tottenham Hotspur,ENG 1,gold,87,GK,88,83,65,90,61,84,1,1,M/M,Left,962,0,0,18,1620,0,0.0,0,0.2063242979347705,0,2,0,0,0,0.0,1.102946838364005,0.8966225367039442
37,210,Andrew Robertson,Liverpool,ENG 1,gold,87,LB,84,61,80,81,82,76,3,2,H/H,Left,"2,092",0,1,14,1225,1,0.9925750056281686,5,3.1358386613428597,5,25,4,1,1,0.9925750056281686,9.92839752137661,8.238307766616344
38,211,Trent Alexander-Arnold,Liverpool,ENG 1,gold,87,RB,79,68,88,80,80,72,3,4,H/M,Right,"2,171",0,3,18,1596,2,1.332723006606102,9,8.124866508878767,30,55,1,0,2,1.332723006606102,14.21240584552288,7.654883593320847
39,212,Marco Verratti,Paris Saint-Germain,FRA 1,gold,87,CM,64,61,87,91,79,67,4,4,M/H,Right,"2,138",0,1,9,648,0,0.0525832064449787,0,0.4643657561391592,1,8,6,0,0,0.0525832064449787,4.837729100137949,4.706916470080614
40,213,Luka Modric,Real Madrid,ESP 1,gold,87,CM,73,76,89,88,72,66,4,4,M/M,Right,"2,201",0,1,13,1049,0,0.7586777731776237,4,3.237925697118044,13,17,1,0,0,0.7586777731776237,7.533233888447285,4.8691794462502
41,214,Ruben Dias,Manchester City,ENG 1,gold,87,CB,61,38,65,68,88,88,2,4,M/H,Right,"1,839",0,1,20,1683,2,1.5516493255272508,2,1.8409145921468733,12,11,4,0,2,1.5516493255272508,11.604540936648846,10.782016798853874
42,228,Thomas Muller,Bayern München,GER 1,flashback,86,CAM,90,83,81,89,52,72,3,4,H/H,Right,"2,160",0,2,17,1416,5,3.78137930855155,13,9.062356647104025,23,54,0,0,5,3.78137930855155,18.431311815977097,7.819081589579582
43,237,Jason Berthomier,Clermont Foot,FRA 1,rare98,86,CAM,86,85,87,87,60,74,4,4,H/L,Left,"2,277",0,0,16,1084,1,1.3534407243132591,3,2.5162714552134275,15,33,0,0,1,1.3534407243132591,6.281842799857259,4.170942174270749
44,248,Kylian Mbappe,Paris Saint-Germain,FRA 1,nextgen,86,ST,90,78,74,84,31,68,4,3,H/L,Right,"1,925",0,4,17,1439,10,11.367805439978838,8,6.069821160286665,62,33,4,0,8,9.847615208476782,17.810063242912292,5.213469546288252
45,265,Karim Benzema,Real Madrid,ESP 1,flashback,86,ST,89,85,77,90,60,78,4,4,H/L,Right,"2,213",0,4,19,1570,15,10.197450213134289,7,3.6347861662507057,67,36,0,0,14,9.454300574958324,14.805143926292658,4.196054772939533
46,328,Jamie Vardy,Leicester City,ENG 1,gold,86,ST,85,84,70,80,52,73,3,4,H/M,Right,"2,073",0,0,16,1325,9,6.063936270773411,1,1.183594960719347,36,14,2,0,9,6.063936270773411,7.677956260740757,1.25945988856256
47,329,Thiago,Liverpool,ENG 1,gold,86,CM,63,72,86,90,70,66,5,3,M/M,Right,"2,153",0,0,11,675,1,1.2799651063978672,1,1.0671678818762302,16,12,1,0,1,1.2799651063978672,5.4239059165120125,4.306702175177634
48,331,Kalidou Koulibaly,Napoli,ITA 1,gold,86,CB,81,28,51,65,87,85,2,3,M/H,Right,"1,662",0,2,14,1241,2,1.2624653112143278,2,0.8375662993639708,6,4,2,1,2,1.2624653112143278,3.775249376893044,3.594232777133584
49,332,Raphael Varane,Manchester United,ENG 1,gold,86,CB,82,49,64,65,87,82,2,3,M/H,Right,"1,881",0,1,9,742,0,0.3987354338169098,1,0.1130264326930046,5,2,0,0,0,0.3987354338169098,1.0350214280188084,0.977879986166954
50,333,Fabinho,Liverpool,ENG 1,gold,86,CDM,67,69,78,78,85,83,3,2,M/H,Right,"2,116",0,1,14,1170,1,0.7260558344423771,1,0.6578579656779766,8,9,4,0,1,0.7260558344423771,6.350954046472907,5.97589729167521
51,334,Lorenzo Insigne,Napoli,ITA 1,gold,86,LW,87,78,85,90,36,45,4,4,H/M,Right,"1,971",0,1,16,1218,4,8.505002386868,5,3.767165903002024,56,37,0,0,0,3.17599043995142,8.707408994436264,3.7917641550302505
52,335,Koen Casteels,VfL Wolfsburg,GER 1,gold,86,GK,85,83,80,87,45,84,1,2,M/M,Left,890,0,0,15,1350,0,0.0,0,0.0,0,0,0,0,0,0.0,0.5611809026449919,0.5611809026449919
53,336,Kingsley Coman,Bayern München,GER 1,gold,86,LM,93,76,79,88,30,60,4,3,M/M,Right,"1,953",0,2,10,518,4,3.3091039545834064,0,0.7448850087821484,25,7,0,0,4,3.3091039545834064,6.403435572981834,2.7370207458734512
54,337,Sergio Busquets,FC Barcelona,ESP 1,gold,86,CDM,42,62,79,80,82,75,3,3,M/M,Right,"1,964",0,0,18,1593,1,0.1911029629409313,0,0.6365994159132242,6,16,5,0,1,0.1911029629409313,9.579588763415812,9.088943600654602
55,338,Gerard Moreno,Villarreal CF,ESP 1,gold,86,ST,79,86,77,84,46,73,3,4,H/M,Left,"2,062",0,1,10,772,8,6.451797515153885,1,2.932073835283518,29,19,2,0,7,5.708647802472115,8.178034447133541,2.221310567110777
56,339,Parejo,Villarreal CF,ESP 1,gold,86,CM,50,83,90,81,71,69,3,4,M/M,Right,"2,119",0,1,15,1222,0,0.4512868393212557,6,4.023264806717634,9,32,1,0,0,0.4512868393212557,8.924258343875408,7.381629437208176
57,340,Jordi Alba,FC Barcelona,ESP 1,gold,86,LB,86,69,81,83,77,71,3,3,H/M,Left,"2,155",0,0,13,1155,0,0.574805305339396,4,2.777398820966482,14,24,3,0,0,0.574805305339396,10.202149108052254,8.455962777137756
58,342,Rodri,Manchester City,ENG 1,gold,86,CDM,61,70,77,78,82,82,3,4,M/H,Right,"2,049",0,1,17,1478,3,0.9597879350185394,1,0.8337694890797138,17,15,5,0,3,0.9597879350185394,14.26294219493866,13.064225733280182
59,343,Aymeric Laporte,Manchester City,ENG 1,gold,86,CB,63,50,72,69,86,80,2,3,M/M,Left,"1,931",0,1,17,1461,2,2.281582918018102,0,0.2471596281975507,24,4,5,1,2,2.281582918018102,10.85653778538108,10.654909832403064
60,344,Bernardo Silva,Manchester City,ENG 1,gold,86,CAM,80,76,83,91,54,67,4,3,H/H,Left,"2,074",0,2,20,1714,7,5.307072073221207,1,4.626493373885751,26,31,5,0,7,5.307072073221207,17.240236207842827,9.038797039538622
61,345,Samir Handanovic,Inter,ITA 1,gold,86,GK,81,81,65,87,47,92,1,3,M/M,Right,883,0,0,19,1710,0,0.0,0,0.0,0,0,1,0,0,0.0,3.906079109758138,3.906079109758138
62,346,Riyad Mahrez,Manchester City,ENG 1,gold,86,RW,81,79,81,90,38,60,5,4,M/M,Left,"1,978",0,2,16,823,6,5.302895089611411,4,3.1927004428580403,33,27,0,0,4,3.780557347461581,9.497826043516396,3.99832377396524
63,347,Joao Cancelo,Manchester City,ENG 1,gold,86,RB,85,71,83,84,80,72,4,4,H/M,Right,"2,169",0,3,20,1793,1,2.248451730236411,4,3.4234548714011908,43,22,5,0,1,2.248451730236411,14.914519302546978,12.71732883900404
64,348,Mats Hummels,Borussia Dortmund,GER 1,gold,86,CB,56,59,77,73,89,77,3,3,H/H,Right,"2,001",0,1,14,1045,1,0.5033142529428005,1,0.0605629794299602,7,1,3,0,1,0.5033142529428005,4.5336425974965096,4.496245630085468
65,349,Marcos Llorente,Atlético de Madrid,ESP 1,gold,86,CM,88,80,81,82,78,82,3,4,H/M,Right,"2,201",0,1,13,1089,0,0.2803445728495717,1,1.3337838426232338,7,14,1,0,0,0.2803445728495717,4.694054434075952,3.5101112574338917
66,350,Milan Skriniar,Inter,ITA 1,gold,86,CB,80,41,53,69,87,84,2,4,M/H,Right,"1,774",0,1,17,1530,2,1.9571373853832483,0,0.506808303296566,15,4,1,0,2,1.9571373853832483,8.793726939707994,8.622783783823252
67,412,Roberto Firmino,Liverpool,ENG 1,gold,85,CF,77,78,79,89,59,78,5,4,H/H,Right,"2,136",0,1,11,429,4,3.6510005965828896,2,0.8183626551181078,13,9,0,0,4,3.6510005965828896,7.0211982652544975,2.8561748638749123
68,413,Pierre-Emerick Aubameyang,Arsenal,ENG 1,gold,85,ST,89,85,75,80,35,69,4,4,M/L,Right,"2,001",0,1,14,1047,4,6.893220115453005,1,0.8014161214232445,34,9,3,0,4,5.370882365852594,5.4393598940223455,0.963660548441112
69,414,Edinson Cavani,Manchester United,ENG 1,gold,85,ST,66,86,70,76,51,79,3,4,H/H,Right,"2,040",0,0,8,423,2,2.69224539026618,0,0.1224484499543905,14,2,0,0,2,2.69224539026618,2.571402480825782,0.4673519665375352
70,416,Marcus Rashford,Manchester United,ENG 1,gold,85,LM,90,84,79,84,43,77,5,3,H/M,Right,"2,093",0,2,11,608,2,1.303605742752552,1,1.3154741376638412,12,6,1,0,2,1.303605742752552,3.829890387132764,1.4412723053246737
71,417,Sergej Milinkovic-Savic,Latium,ITA 1,gold,85,CM,68,79,80,81,79,86,4,5,H/M,Right,"2,180",0,2,19,1512,7,3.879272559657693,7,3.4224935956299305,41,28,3,1,7,3.879272559657693,7.759404333308339,4.511922573670745
72,418,Kasper Schmeichel,Leicester City,ENG 1,gold,85,GK,84,78,80,90,47,83,1,3,M/M,Right,943,0,1,18,1620,0,0.0,0,0.0,0,0,1,0,0,0.0,2.369050368666649,2.369050368666649
73,419,Wilfred Ndidi,Leicester City,ENG 1,gold,85,CDM,67,62,69,74,87,83,3,4,M/H,Right,"2,059",0,0,13,1170,0,0.4169575553387403,0,0.0464392937719821,10,1,3,0,0,0.4169575553387403,3.5744842952117324,3.3081367360427976
74,421,Serge Gnabry,Bayern München,GER 1,gold,85,RM,83,84,79,86,43,69,4,4,H/M,Right,"2,030",0,2,17,958,9,6.841131435707212,3,4.054803874343634,34,16,0,0,9,6.841131435707212,14.29199044406414,4.717643637210131
75,422,Peter Gulacsi,RB Leipzig,GER 1,gold,85,GK,85,84,76,86,43,82,1,2,M/M,Right,890,0,1,16,1440,0,0.0,0,0.0,0,0,1,0,0,0.0,3.501233048737049,3.501233048737049
76,423,Yann Sommer,Borussia Mgladbach,GER 1,gold,85,GK,79,81,84,86,50,86,1,4,M/M,Right,940,0,2,17,1530,0,0.0,1,0.4003767669200897,0,1,1,0,0,0.0,1.752610243856907,1.3522335067391396
77,424,Memphis Depay,FC Barcelona,ESP 1,gold,85,CF,82,83,82,84,30,79,5,3,H/L,Right,"2,031",0,2,15,1350,8,9.03060613758862,2,3.852882083505392,43,35,1,0,5,6.057495651766658,11.199097573757172,3.835233338177204
78,425,David Silva,Real Sociedad,ESP 1,gold,85,CAM,63,74,87,87,52,53,4,2,H/M,Left,"1,997",0,1,11,805,0,0.5950178615748882,1,0.8724104631692171,10,9,1,0,0,0.5950178615748882,3.28456249833107,2.25837840884924
79,426,Oyarzabal,Real Sociedad,ESP 1,gold,85,LW,82,82,81,84,41,63,3,3,H/M,Left,"2,006",0,1,13,1005,6,6.169513493776321,1,1.5709614045917988,28,20,0,1,4,3.939680635929108,5.664488740265369,1.1308880522847176
80,427,Alejandro Gomez,Sevilla FC,ESP 1,gold,85,CAM,87,78,84,87,39,55,4,4,H/M,Right,"2,014",0,0,14,875,2,0.8130330331623554,0,0.7129388023167849,12,9,2,0,2,0.8130330331623554,4.285376098006964,3.138751918449998
81,428,Achraf Hakimi,Paris Saint-Germain,FRA 1,gold,85,RB,95,71,78,83,76,78,3,4,H/M,Right,"2,142",0,2,18,1424,3,1.0823418870568275,3,4.19176472723484,11,21,2,1,3,1.0823418870568275,10.366806793957949,6.990339800715447
82,429,Antoine Griezmann,Atlético de Madrid,ESP 1,gold,85,ST,80,84,84,87,52,72,4,3,M/M,Left,"2,196",0,2,16,1163,3,3.711330901831389,1,1.5072342492640018,30,16,2,0,3,3.711330901831389,7.694829756394029,3.656773917376995
83,430,Koke,Atlético de Madrid,ESP 1,gold,85,CM,70,75,85,81,79,80,3,4,M/M,Right,"2,173",0,0,15,1329,0,0.5100642940960824,0,0.8685830160975456,6,13,2,0,0,0.5100642940960824,8.933294869959354,8.098747707903385
84,431,Stefan de Vrij,Inter,ITA 1,gold,85,CB,72,41,64,70,87,79,2,4,M/H,Right,"1,811",0,0,14,1227,0,0.7236346155405045,0,0.0,8,0,1,0,0,0.7236346155405045,7.108970835804939,7.05366538465023
85,432,Lautaro Martinez,Inter,ITA 1,gold,85,ST,84,81,72,85,48,84,4,4,H/M,Right,"2,097",0,1,17,1084,11,13.032483654096724,2,1.6915444508194923,56,14,4,0,8,9.225989626720548,10.772250114008784,1.3355413787066936
86,433,Kyle Walker,Manchester City,ENG 1,gold,85,RB,92,63,76,78,80,82,3,2,H/H,Right,"2,137",0,0,12,1039,0,0.1458261273801326,1,1.1534556970000267,5,5,1,0,0,0.1458261273801326,6.092598006129265,5.132697761058807
87,434,Ilkay Gundogan,Manchester City,ENG 1,gold,85,CM,65,80,85,86,73,72,4,4,H/M,Right,"2,150",0,2,14,1065,4,6.1912258714437485,3,2.949210638180375,31,24,1,0,4,6.1912258714437485,12.697225008159876,4.7147685289382935
88,435,Eden Hazard,Real Madrid,ESP 1,gold,85,LW,84,80,82,88,35,63,4,4,M/M,Right,"2,010",0,1,13,571,0,1.2735956590622663,1,1.390213901177049,12,21,1,0,0,1.2735956590622663,3.793651178479194,1.518054235726595
89,436,Marco Reus,Borussia Dortmund,GER 1,gold,85,CAM,73,84,84,85,47,63,4,4,H/M,Right,"2,065",0,1,16,1391,4,6.944651894271374,5,3.753170883283019,34,33,2,0,4,6.944651894271374,14.335260223597288,5.964813899248838
90,437,Jorginho,Chelsea,ENG 1,gold,85,CM,55,67,86,81,73,73,3,3,M/M,Right,"2,077",0,0,18,1373,6,5.058969281613827,1,2.0911897979676723,12,14,3,0,0,0.4919562339782715,10.26681286841631,9.529445596039295
91,438,Carvajal,Real Madrid,ESP 1,gold,85,RB,80,54,78,80,81,80,3,3,H/M,Right,"2,059",0,0,12,765,1,0.5093130115419626,0,0.518127990886569,5,9,1,0,1,0.5093130115419626,5.391303345561028,4.78285314142704
92,439,Thiago Silva,Chelsea,ENG 1,gold,85,CB,53,54,72,72,86,78,2,3,M/H,Right,"1,977",0,1,17,1361,2,0.7682493887841702,0,0.1812903899699449,10,4,1,0,2,0.7682493887841702,10.36784014897421,10.224108756054193
93,511,Jesus Navas,Sevilla FC,ESP 1,gold,84,RB,87,69,81,83,79,58,4,2,H/M,Right,"2,120",0,2,11,828,0,0.1661232039332389,2,4.012155355885625,4,25,2,0,0,0.1661232039332389,6.578962774947286,3.2144291270524263
94,512,Fernando,Sevilla FC,ESP 1,gold,84,CDM,66,62,75,74,83,82,3,3,M/M,Right,"2,017",0,0,18,1435,1,0.8028485421091318,1,0.2804915811866522,6,6,5,0,1,0.8028485421091318,5.034397942945361,4.265839463099837
95,513,Harry Maguire,Manchester United,ENG 1,gold,84,CB,50,55,69,70,85,87,2,3,H/H,Right,"1,888",0,0,16,1403,0,1.0454490091651678,0,0.0503690363839268,12,2,4,1,0,1.0454490091651678,3.628429709933698,3.5761122843250632
96,514,Iago Aspas,RC Celta de Vigo,ESP 1,gold,84,ST,82,85,79,86,35,63,3,4,H/H,Left,"2,009",0,2,18,1422,10,8.080903310328722,2,3.149817306548357,42,33,6,0,8,5.107920795679092,9.264730454422534,2.5946912728250027
97,515,Lucas Digne,Everton,ENG 1,gold,84,LB,79,69,80,80,80,76,3,2,H/M,Left,"2,181",0,0,13,1170,0,0.3633154239505529,0,1.6304684039205313,9,22,4,0,0,0.3633154239505529,2.9742808379232883,2.346952363848686
98,516,Emiliano Martinez,Aston Villa,ENG 1,gold,84,GK,85,83,82,85,58,83,1,4,M/M,Right,"1,031",0,1,18,1620,0,0.0,0,0.0,0,0,2,0,0,0.0,0.622052788734436,0.622052788734436
99,517,Ricardo Pereira,Leicester City,ENG 1,gold,84,RB,83,67,78,82,80,75,3,4,H/H,Right,"2,121",0,0,8,600,0,0.2407103180885315,2,0.7427166234701872,3,6,1,0,0,0.2407103180885315,3.026007086038589,2.317450739443302
100,518,Nabil Fekir,Real Betis Balompié,ESP 1,gold,84,CAM,83,83,82,87,38,79,4,4,H/M,Left,"2,056",0,1,17,1426,4,3.43243389390409,4,4.156153425574303,49,41,7,0,4,3.43243389390409,8.065414659678936,3.0713373459875584
101,519,Youri Tielemans,Leicester City,ENG 1,gold,84,CM,63,79,86,80,71,72,4,5,M/M,Right,"2,137",0,2,14,1175,5,2.713506992906332,2,2.7740789353847504,29,23,1,0,4,1.9523381255567076,6.914870128035545,3.0609664134681225
102,520,Pique,FC Barcelona,ESP 1,gold,84,CB,58,61,71,68,85,78,2,3,H/M,Right,"1,917",0,2,16,1200,1,1.2452369965612888,0,0.1957765966653823,8,3,5,0,1,1.2452369965612888,5.51529511064291,5.331555962562561
103,521,Marcos Acuna,Sevilla FC,ESP 1,gold,84,LB,76,74,82,87,79,82,4,3,H/H,Left,"2,230",0,2,16,1084,1,0.7146307472139597,3,2.109274659305811,8,25,3,0,1,0.7146307472139597,6.945529121905565,5.808145834133029
104,522,De Gea,Manchester United,ENG 1,gold,84,GK,86,79,76,87,57,79,1,3,M/M,Right,"1,018",0,0,19,1710,0,0.0,0,0.0,0,0,0,0,0,0.0,1.3946721339598298,1.3946721339598298
105,523,Wissam Ben Yedder,AS Monaco,FRA 1,gold,84,ST,82,84,77,87,39,70,4,5,H/L,Right,"2,066",0,1,19,1161,10,7.548313867300749,2,2.684418687596917,23,15,1,0,5,3.747838091105223,7.699516972526908,1.466901198029518
106,524,Jordan Henderson,Liverpool,ENG 1,gold,84,CDM,66,74,83,79,78,81,3,3,H/H,Right,"2,149",0,1,18,1404,2,0.8708809148520231,3,2.6615447718650103,18,22,2,0,2,0.8708809148520231,10.924823727458715,7.964886341243982
107,525,Luis Alberto,Latium,ITA 1,gold,84,CAM,63,76,87,85,57,59,4,3,M/M,Right,"1,985",0,1,18,1182,3,1.5016991309821606,6,3.3825994981452823,24,26,4,0,3,1.5016991309821606,7.43821058422327,5.384248437359929
108,527,Dries Mertens,Napoli,ITA 1,gold,84,CF,85,82,79,88,34,50,4,4,H/L,Right,"1,957",0,2,14,537,6,2.189595341682434,0,0.4044521190226078,22,7,1,0,6,2.189595341682434,3.16922290623188,1.0817769933491943
109,528,Luke Shaw,Manchester United,ENG 1,gold,84,LB,79,54,79,80,81,80,3,2,H/M,Left,"2,081",0,0,14,1185,0,0.1475095655769109,1,2.4065153803676367,5,27,5,0,0,0.1475095655769109,4.58624367415905,3.514703992754221
